# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-s" "2" "-p" "-B" "-C" "-t" "exon" "-g" "gene_name" "-a" "/scratch/evt82290/MappingOutputs/RNAseq_split/GCA_000182925.2_NC12_genomic_GFFtoGTFconversion.flipped.gtf" "-o" "/scratch/evt82290/MappingOutputs/RNAseq_split/counts/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140.antisense.txt" "/scratch/evt82290/MappingOutputs/RNAseq_split/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/MappingOutputs/RNAseq_split/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam
NCU04428	CM002239.1;CM002239.1	3395214;3395517	3395436;3398185	-;-	2892	8
NCU04427	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3398800;3399928;3401035;3401808;3401966;3402123	3399870;3400977;3401681;3401893;3402058;3402458	+;+;+;+;+;+	3283	16
div-4	CM002239.1;CM002239.1;CM002239.1	3403117;3403483;3404596	3403431;3404536;3405014	-;-;-	1788	2
NCU04425	CM002239.1;CM002239.1	3406041;3407373	3406752;3410040	-;-	3380	22
NCU04424	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3410234;3410350;3410509;3410726;3410979;3411835;3412080;3412233	3410269;3410415;3410659;3410911;3411681;3412010;3412113;3412317	+;+;+;+;+;+;+;+	1437	0
NCU15633	CM002239.1	3413222	3413321	+	100	0
NCU04423	CM002239.1;CM002239.1;CM002239.1	3413531;3415443;3416280	3415383;3415850;3418298	+;+;+	4280	2
anx14	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3419582;3419582;3420286;3420286;3421441	3420210;3420210;3421376;3422066;3422066	+;+;+;+;+	2410	0
NCU04420	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3422259;3422350;3422743;3422900	3422287;3422518;3422838;3422962	-;-;-;-	357	2
NCU16817	CM002239.1	3423340	3424507	-	1168	0
NCU16818	CM002239.1	3424251	3425392	-	1142	6
NCU04419	CM002239.1;CM002239.1	3426578;3427632	3427500;3428813	-;-	2105	0
NCU04418	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3432035;3432193;3433524;3433678;3434004	3432114;3433460;3433614;3433941;3434327	+;+;+;+;+	2027	0
NCU04417	CM002239.1;CM002239.1;CM002239.1	3438824;3439268;3439934	3439205;3439846;3439956	-;-;-	984	0
NCU04416	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3443524;3443641;3444395;3444395;3444697;3444853;3444853	3444302;3444302;3444765;3444633;3444765;3445545;3445545	-;-;-;-;-;-;-	1843	0
NCU04415	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3446601;3446601;3446827;3447300;3447300;3448137;3448137;3448379;3448379;3448803;3448803	3446756;3447244;3447244;3448082;3448082;3448318;3448318;3448741;3448741;3449474;3449474	+;+;+;+;+;+;+;+;+;+;+	2644	2
rpt-5	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3450793;3451350;3452050;3452545	3451290;3451984;3452465;3453158	+;+;+;+	2163	4
NCU04413	CM002239.1;CM002239.1;CM002239.1	3453318;3453693;3453928	3453641;3453854;3455168	+;+;+	1727	94
NCU04412	CM002239.1;CM002239.1	3455383;3456756	3456688;3456869	+;+	1420	8
trp-4	CM002239.1;CM002239.1	3457085;3457826	3457716;3458972	-;-	1779	545
NCU04410	CM002239.1	3458701	3462188	+	3488	404
NCU04409	CM002239.1	3462976	3464673	-	1698	107
NCU04408	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3463308;3464332;3464528;3464697;3464819;3465013	3464277;3464460;3464629;3464759;3464960;3465253	+;+;+;+;+;+	1647	435
NCU04407	CM002239.1;CM002239.1;CM002239.1	3465493;3465919;3467108	3465775;3467038;3468122	-;-;-	2418	1394
NCU04406	CM002239.1;CM002239.1;CM002239.1	3467337;3468203;3468651	3468131;3468560;3470393	+;+;+	2896	94
NCU04405	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3470990;3471795;3471945;3472068;3472247;3472352	3471732;3471882;3472008;3472163;3472284;3472501	+;+;+;+;+;+	1179	12
NCU04404	CM002239.1;CM002239.1;CM002239.1	3472755;3473560;3476051	3473494;3475982;3476554	-;-;-	3667	12
NCU04403	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3476611;3477841;3478680;3479169	3477758;3478590;3479040;3479191	+;+;+;+	2282	0
NCU16819	CM002239.1	3479191	3480220	-	1030	622
dim-5	CM002239.1;CM002239.1	3480589;3482045	3481959;3482273	+;+	1600	161
NCU10110	CM002239.1	3482495	3484399	+	1905	156
NCU04401	CM002239.1	3484755	3486036	-	1282	6
NCU04400	CM002239.1	3486723	3488507	+	1785	4
NCU10107	CM002239.1;CM002239.1	3489078;3489254	3489140;3489745	-;-	555	13
NCU10106	CM002239.1	3490762	3491899	-	1138	2
NCU04398	CM002239.1;CM002239.1	3492720;3493748	3493657;3494173	-;-	1364	6
NCU04397	CM002239.1;CM002239.1	3495637;3496724	3496652;3497711	+;+	2004	6
NCU04396	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3499421;3500182;3500358;3500786;3500961;3501243	3500077;3500293;3500719;3500892;3501180;3501593	-;-;-;-;-;-	1809	0
neg-1	CM002239.1	3501796	3503512	+	1717	6
NCU04394	CM002239.1;CM002239.1;CM002239.1	3505045;3506720;3507372	3506635;3507122;3507378	-;-;-	2001	32
NCU04393	CM002239.1	3508055	3509026	-	972	15
NCU04392	CM002239.1;CM002239.1	3509458;3510095	3509986;3510813	+;+	1248	44
NCU04391	CM002239.1;CM002239.1;CM002239.1	3513120;3514457;3515197	3514386;3515124;3515597	+;+;+	2336	4
col-22	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3518539;3518539;3518539;3519549;3519740;3519740;3520740;3520740;3520740;3520966;3520966;3520966;3521506;3521506;3521506	3518852;3518852;3519544;3520653;3520653;3520653;3520767;3520767;3520767;3521448;3521448;3521448;3523558;3523558;3523558	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4675	0
set-4	CM002239.1	3524933	3529965	+	5033	2
NCU04388	CM002239.1;CM002239.1;CM002239.1	3533262;3533970;3534277	3533903;3534186;3534784	-;-;-	1367	2180
vma-7	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3534475;3535058;3535262;3535354	3534962;3535195;3535297;3535626	+;+;+;+	935	936
NCU04386	CM002239.1;CM002239.1	3535810;3536490	3536416;3538238	-;-	2356	55
leu-2	CM002239.1;CM002239.1;CM002239.1	3538104;3540815;3540966	3540683;3540889;3541737	+;+;+	3427	63
NCU04384	CM002239.1;CM002239.1	3543168;3545798	3545734;3546335	+;+	3105	36
NCU04383	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3546978;3547014;3547862;3547862;3548639;3550082;3550082	3547798;3547798;3548572;3549998;3549998;3551362;3550518	+;+;+;+;+;+;+	4239	0
NCU04382	CM002239.1	3552274	3554976	-	2703	6
NCU04381	CM002239.1;CM002239.1;CM002239.1	3555036;3556507;3556749	3555907;3556668;3556946	+;+;+	1232	2
NCU04380	CM002239.1;CM002239.1;CM002239.1	3558790;3560207;3561407	3560145;3561342;3562145	-;-;-	3231	2
cse-1	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3562528;3563734;3564224;3564620	3563645;3564029;3564309;3565120	+;+;+;+	2001	0
NCU04378	CM002239.1;CM002239.1	3567474;3569707	3569654;3570832	+;+	3307	2
NCU10761	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3574180;3574399;3574657;3574919	3574334;3574586;3574858;3575417	-;-;-;-	1044	2
NCU10760	CM002239.1	3576352	3578439	-	2088	2
NCU10762	CM002239.1;CM002239.1	3578693;3579480	3579394;3580611	-;-	1834	0
NCU04376	CM002239.1;CM002239.1	3580864;3581263	3581205;3582938	-;-	2018	4
NCU04375	CM002239.1;CM002239.1	3582972;3584397	3584069;3585006	-;-	1708	0
NCU04374	CM002239.1;CM002239.1;CM002239.1	3586600;3587757;3588251	3587691;3588104;3589345	+;+;+	2535	20
NCU04373	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3589960;3592465;3594350;3594766	3592377;3594278;3594405;3595771	+;+;+;+	5294	14
fkr-3	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3603169;3604119;3604262;3604391;3604563;3604711	3604035;3604183;3604322;3604411;3604604;3605053	-;-;-;-;-;-	1399	628
NCU04370	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3605607;3606092;3606537;3608578	3605982;3606471;3608523;3609674	-;-;-;-	3840	0
NCU04369	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3610403;3610403;3611284;3611284;3611469;3611469;3613217	3611221;3611221;3611400;3611400;3612976;3613449;3613449	+;+;+;+;+;+;+	2917	2
NCU04368	CM002239.1;CM002239.1;CM002239.1	3613691;3614921;3615624	3614851;3615532;3615790	-;-;-	1940	2
NCU04367	CM002239.1;CM002239.1;CM002239.1	3615963;3616124;3617560	3616049;3617499;3618007	+;+;+	1911	56
NCU14098	CM002239.1	3618350	3620356	+	2007	2
NCU04366	CM002239.1;CM002239.1	3621474;3621727	3621560;3622407	+;+	768	10
NCU04365	CM002239.1;CM002239.1	3625138;3625377	3625233;3626054	+;+	774	0
NCU04364	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3627951;3627951;3632244;3632249	3632027;3632027;3632467;3632467	+;+;+;+	4301	0
NCU04363	CM002239.1;CM002239.1	3632793;3635325	3634946;3636159	-;-	2989	9
NCU04362	CM002239.1	3636129	3637731	+	1603	24
NCU04360	CM002239.1;CM002239.1	3640305;3641365	3641286;3642372	-;-	1990	31
NCU04359	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3642330;3642330;3642548;3642567;3643306;3643306;3644428;3644428	3642490;3642490;3643205;3643205;3644316;3644316;3644708;3645268	+;+;+;+;+;+;+;+	2671	8
NCU04358	CM002239.1;CM002239.1	3645676;3648417	3648303;3648875	-;-	3087	8
NCU04357	CM002239.1;CM002239.1	3650311;3651175	3651054;3651261	-;-	831	0
NCU04356	CM002239.1;CM002239.1	3651708;3652840	3652719;3653390	-;-	1563	2
NCU04355	CM002239.1;CM002239.1;CM002239.1	3653521;3655161;3656033	3655104;3655964;3657439	+;+;+	3795	0
NCU16820	CM002239.1;CM002239.1;CM002239.1	3658265;3660528;3660995	3660472;3660649;3661136	+;+;+	2472	2
NCU04354	CM002239.1;CM002239.1	3661498;3663487	3663428;3664014	+;+	2459	4
NCU04353	CM002239.1;CM002239.1	3664876;3665015	3664976;3667274	-;-	2361	689
NCU11050	CM002239.1	3667138	3671883	+	4746	81
chs-5	CM002239.1;CM002239.1;CM002239.1	3672145;3672724;3678081	3672651;3678008;3678922	+;+;+	6634	699
NCU04351	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3680488;3681229;3681477;3681957;3682517	3680544;3681387;3681597;3682079;3682557	+;+;+;+;+	501	62
NCU04350	CM002239.1;CM002239.1;CM002239.1	3683097;3684110;3687868	3684051;3687808;3689591	-;-;-	6378	12
stk-58	CM002239.1;CM002239.1	3689774;3691295	3691234;3691672	+;+	1839	2
NCU16822	CM002239.1;CM002239.1;CM002239.1	3691996;3692516;3692697	3692454;3692625;3692986	+;+;+	859	22
NCU04348	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3693973;3694210;3694347;3697005	3694151;3694280;3696947;3697925	-;-;-;-	3772	6
NCU04347	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3698066;3698619;3699238;3699360;3699360;3699704;3699704	3698654;3699283;3699283;3699512;3699512;3700451;3700418	-;-;-;-;-;-;-	2119	14
NCU04346	CM002239.1	3700850	3703734	-	2885	55
NCU04345	CM002239.1	3703659	3705376	+	1718	2
NCU04344	CM002239.1;CM002239.1	3705524;3706019	3705921;3707353	-;-	1733	7415
egt-1	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3707018;3707953;3708377;3708505;3709496;3709857;3709940;3710012;3710186;3710486;3710660	3707884;3708329;3708452;3709198;3709782;3709878;3709953;3710126;3710424;3710604;3711237	+;+;+;+;+;+;+;+;+;+;+	3388	1449
NCU04342	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3714554;3714905;3715689;3716030	3714841;3715600;3715890;3716704	-;-;-;-	1861	34
NCU04341	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3717488;3718650;3718975;3720846	3718585;3718918;3720773;3721572	+;+;+;+	3893	0
NCU04340	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3724656;3724962;3725170;3725926;3725926	3724938;3725381;3725381;3727393;3727393	-;-;-;-;-	2171	2
NCU04339	CM002239.1	3727342	3728917	+	1576	43
hH4v	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3729161;3730174;3730309;3730857;3731058;3731350	3730093;3730236;3730396;3730872;3731089;3731640	+;+;+;+;+;+	1423	0
NCU04337	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3731864;3732307;3733191;3733471	3732245;3733108;3733406;3733924	+;+;+;+	1854	0
NCU04336	CM002239.1;CM002239.1	3734693;3735071	3735002;3735941	-;-	1181	2
stk-30	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3737233;3737944;3738466;3739831	3737778;3738209;3739774;3741075	-;-;-;-	3366	2
NCU04334	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3741341;3741770;3742169;3742348	3741504;3741997;3742227;3742770	-;-;-;-	874	2
NCU07974	CM002239.1;CM002239.1	3772911;3773501	3773439;3775201	-;-	2230	35
NCU07975	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3775144;3776392;3776552;3776893;3777037;3777986;3778219	3776341;3776493;3776824;3776976;3777932;3778164;3778895	+;+;+;+;+;+;+	3409	40
NCU07976	CM002239.1;CM002239.1	3780131;3780889	3780838;3780975	+;+	795	0
NCU07977	CM002239.1;CM002239.1	3781915;3782235	3782097;3782936	-;-	885	0
NCU07978	CM002239.1;CM002239.1	3783627;3784413	3784044;3785006	-;-	1012	0
NCU07979	CM002239.1	3786353	3788562	-	2210	2
NCU07981	CM002239.1;CM002239.1;CM002239.1	3791159;3793707;3794172	3793636;3794105;3794517	-;-;-	3223	28
NCU07982	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3796602;3796748;3796939;3797296;3797296;3797463;3797463	3796761;3797182;3797182;3797391;3797391;3799753;3799747	-;-;-;-;-;-;-	2968	2
NCU07983	CM002239.1;CM002239.1	3800360;3800864	3800410;3801194	+;+	382	0
NCU07984	CM002239.1;CM002239.1;CM002239.1	3801841;3802537;3803054	3802460;3802992;3804477	+;+;+	2500	1
NCU07985	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3804508;3805512;3805713;3806774	3805458;3805645;3806683;3807144	+;+;+;+	2427	0
NCU07986	CM002239.1;CM002239.1;CM002239.1	3808277;3808642;3808780	3808563;3808721;3810551	-;-;-	2139	0
NCU07987	CM002239.1;CM002239.1	3817959;3818621	3818557;3820506	+;+	2485	2
NCU07988	CM002239.1;CM002239.1;CM002239.1	3821190;3822522;3823251	3822439;3823186;3823772	+;+;+	2437	8
NCU07989	CM002239.1;CM002239.1;CM002239.1	3823770;3824552;3824699	3824395;3824621;3825815	-;-;-	1813	26
NCU07990	CM002239.1;CM002239.1	3825211;3828057	3828000;3828747	+;+	3481	551
NCU07991	CM002239.1;CM002239.1	3829304;3831085	3831004;3831264	+;+	1881	4
NCU16823	CM002239.1	3832552	3833344	-	793	0
NCU07992	CM002239.1;CM002239.1	3833581;3834741	3834667;3835955	-;-	2302	6
NCU07993	CM002239.1	3835906	3837390	+	1485	13
NCU07994	CM002239.1;CM002239.1	3838049;3838565	3838500;3840444	-;-	2332	62
NCU07995	CM002239.1;CM002239.1	3839747;3840136	3839974;3840424	+;+	517	257
NCU15634	CM002239.1	3840671	3840770	+	100	2
NCU07996	CM002239.1;CM002239.1	3841761;3845848	3845786;3846542	+;+	4721	0
NCU07997	CM002239.1;CM002239.1;CM002239.1	3854424;3855233;3855880	3855074;3855820;3856666	-;-;-	2026	4
NCU16825	CM002239.1;CM002239.1	3858334;3858729	3858593;3858934	+;+	466	4
NCU07998	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3860410;3861444;3862542;3862683	3861375;3862489;3862597;3862877	+;+;+;+	2263	366
gpip-2	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3863370;3863814;3865613;3865919	3863748;3865557;3865857;3866895	-;-;-;-	3345	4
NCU08000	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3869494;3870830;3871053;3871180;3871458;3874150	3870743;3870854;3871070;3871322;3874016;3874598	-;-;-;-;-;-	4444	26
NCU08001	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3876267;3877316;3877819;3879027	3877254;3877745;3878964;3880470	-;-;-;-	4008	2
NCU08002	CM002239.1;CM002239.1;CM002239.1	3880638;3881226;3883009	3881148;3882940;3883392	+;+;+	2610	16
NCU08003	CM002239.1;CM002239.1;CM002239.1	3885570;3887507;3888153	3887448;3888051;3888635	+;+;+	2907	6
NCU08004	CM002239.1;CM002239.1	3889088;3889896	3889817;3890814	-;-	1649	42
NCU08005	CM002239.1;CM002239.1	3890596;3892177	3892107;3892840	+;+	2176	563
NCU16826	CM002239.1;CM002239.1	3892553;3892749	3892633;3893126	-;-	459	3
NCU08006	CM002239.1;CM002239.1;CM002239.1	3893395;3893831;3894086	3893702;3894026;3896072	-;-;-	2491	72
NCU08007	CM002239.1;CM002239.1;CM002239.1	3895865;3895994;3897526	3897477;3897803;3898276	+;+;+	2412	69
NCU08008	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3898559;3898979;3899389;3899707;3900598	3898828;3899125;3899638;3900540;3901512	-;-;-;-;-	2416	79
NCU08009	CM002239.1;CM002239.1;CM002239.1	3901218;3901591;3904402	3901517;3904318;3904704	+;+;+	3331	48
NCU16827	CM002239.1	3905437	3906405	-	969	255
NCU08011	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3908616;3909195;3909595;3909905	3909144;3909535;3909848;3910899	-;-;-;-	2119	20
NCU08012	CM002239.1;CM002239.1	3911212;3911718	3911642;3914215	-;-	2929	4
NCU08013	CM002239.1	3916595	3917938	+	1344	6
NCU08014	CM002239.1	3918124	3918402	-	279	13
NCU08015	CM002239.1;CM002239.1	3921756;3922121	3921997;3922160	+;+	282	0
NCU08016	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3922838;3923057;3923258;3923849;3923997	3922951;3923202;3923699;3923926;3924026	-;-;-;-;-	810	0
NCU08017	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3925559;3926015;3926247;3926373	3925719;3926164;3926311;3926647	-;-;-;-	651	0
NCU08018	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3926738;3926738;3927191;3927191;3927735;3927735;3928061;3928061;3928172	3927089;3927089;3927603;3927603;3927973;3927973;3928113;3928456;3928456	+;+;+;+;+;+;+;+;+	1400	0
NCU08019	CM002239.1	3930124	3932347	-	2224	0
pms-1	CM002239.1;CM002239.1;CM002239.1	3932913;3936355;3936521	3936296;3936451;3936702	+;+;+	3663	0
NCU10867	CM002239.1;CM002239.1;CM002239.1	3938283;3938344;3938822	3938294;3938440;3938979	-;-;-	267	2
NCU08021	CM002239.1;CM002239.1	3939253;3941016	3940950;3944388	-;-	5071	2
NCU15178	CM002239.1	3944633	3944706	-	74	0
NCU08022	CM002239.1;CM002239.1	3944995;3946107	3946037;3947352	+;+	2289	55
NCU08023	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3947496;3948052;3948498;3949076;3949483;3949822;3952503	3947974;3948434;3949014;3949427;3949769;3952406;3953161	+;+;+;+;+;+;+	5262	24
NCU08024	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3953719;3954431;3954583;3954966;3955722	3954375;3954526;3954902;3955636;3956162	+;+;+;+;+	2185	2
NCU14099	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3956648;3957156;3957438;3957670	3956839;3957212;3957502;3957926	+;+;+;+	571	8
NCU08026	CM002239.1;CM002239.1;CM002239.1	3958148;3958533;3959395	3958473;3959332;3960092	-;-;-	1824	14
NCU08027	CM002239.1;CM002239.1	3960326;3960952	3960892;3963568	-;-	3184	7
NCU08028	CM002239.1	3963569	3965222	+	1654	18
NCU08029	CM002239.1;CM002239.1	3965642;3966231	3966077;3967867	-;-	2073	515
NCU08030	CM002239.1;CM002239.1	3966861;3967704	3967613;3968211	+;+	1261	296
NCU08031	CM002239.1	3968520	3970071	-	1552	0
NCU08032	CM002239.1	3970303	3971250	-	948	0
NCU08033	CM002239.1;CM002239.1	3971747;3971839	3971767;3974796	+;+	2979	2
NCU08034	CM002239.1;CM002239.1;CM002239.1	3975538;3975869;3976254	3975747;3976182;3976852	-;-;-	1123	301
vma-8	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3976674;3977261;3977367;3977823;3977915;3978109	3977200;3977301;3977751;3977833;3978027;3978357	+;+;+;+;+;+	1326	372
NCU08036	CM002239.1;CM002239.1;CM002239.1	3978581;3979016;3979242	3978937;3979186;3982163	-;-;-	3450	2
NCU08037	CM002239.1;CM002239.1;CM002239.1	3981922;3982708;3982971	3982544;3982902;3983344	+;+;+	1192	18
NCU08038	CM002239.1;CM002239.1;CM002239.1	3984319;3984905;3986804	3984845;3986700;3987938	+;+;+	3458	39
NCU14100	CM002239.1;CM002239.1	3987111;3987318	3987239;3987760	-;-	572	14
NCU15179	CM002239.1	3987950	3988034	+	85	0
NCU08039	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3988310;3988671;3988992;3989377;3989575;3989864	3988598;3988937;3989315;3989498;3989802;3990013	+;+;+;+;+;+	1380	4
NCU08040	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3990906;3990906;3991264;3991264;3991501;3991504;3992141;3992141;3992611;3992611	3991192;3991192;3991433;3991433;3992073;3992073;3992474;3992474;3993632;3993627	-;-;-;-;-;-;-;-;-;-	2386	0
NCU16830	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3998043;3998043;3998732;3998909;3998909	3998568;3998568;3998831;3998972;3999176	-;-;-;-;-	894	0
clr-2	CM002239.1;CM002239.1;CM002239.1	4001190;4001658;4001836	4001602;4001781;4004643	-;-;-	3345	0
NCU08043	CM002239.1;CM002239.1;CM002239.1	4007340;4007654;4007926	4007449;4007751;4008122	-;-;-	405	0
NCU08044	CM002239.1;CM002239.1;CM002239.1;CM002239.1	4011143;4012009;4012117;4012652	4011879;4012025;4012577;4012979	-;-;-;-	1543	565
chol-1	CM002239.1;CM002239.1;CM002239.1;CM002239.1	4012832;4013249;4015337;4016024	4013183;4015281;4015936;4016679	+;+;+;+	3641	20
NCU08046	CM002239.1;CM002239.1;CM002239.1;CM002239.1	4018914;4019857;4020662;4020973	4019652;4020505;4020916;4021068	+;+;+;+	1739	9
NCU08047	CM002239.1	4021312	4025082	+	3771	46
NCU08048	CM002239.1	4029726	4031436	+	1711	2
NCU08695	CM002239.1;CM002239.1;CM002239.1	4064859;4065618;4066353	4065552;4066277;4067114	-;-;-	2116	0
NCU08694	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	4067261;4067919;4069395;4070276;4070471	4067843;4069328;4070201;4070344;4071054	+;+;+;+;+	3453	2
NCU16831	CM002239.1	4071760	4072107	-	348	0
hsp70-5	CM002239.1;CM002239.1;CM002239.1	4072108;4072514;4072712	4072350;4072643;4075127	-;-;-	2789	0
NCU10927	CM002239.1;CM002239.1;CM002239.1;CM002239.1	4075275;4076288;4077516;4078120	4076210;4077433;4078063;4078182	+;+;+;+	2693	24
cya-5	CM002239.1;CM002239.1	4078318;4082276	4082049;4082373	-;-	3830	4
NCU08691	CM002239.1;CM002239.1	4082383;4083530	4083432;4083839	+;+	1360	12
NCU10457	CM002239.1	4084738	4085904	+	1167	48
NCU10458	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	4086896;4087087;4087536;4087847;4088679;4089080	4086990;4087170;4087581;4088612;4089023;4089090	+;+;+;+;+;+	1347	0
NCU08689	CM002239.1	4090769	4095378	-	4610	256
NCU08688	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	4091898;4095322;4096549;4096664;4097148	4095187;4096485;4096610;4097068;4097300	+;+;+;+;+	5074	632
NCU08687	CM002239.1;CM002239.1	4097773;4098800	4098737;4099911	-;-	2077	2
NCU08686	CM002239.1;CM002239.1;CM002239.1;CM002239.1	4099901;4100902;4101779;4102585	4100832;4101711;4102514;4102740	+;+;+;+	2634	8
NCU10273	CM002239.1;CM002239.1;CM002239.1	4103103;4103343;4104441	4103268;4104376;4104868	-;-;-	1628	897
NCU08685	CM002239.1;CM002239.1	4104617;4107451	4107388;4109427	+;+	4749	19
NCU16832	CM002239.1;CM002239.1;CM002239.1	4112241;4112978;4113263	4112391;4113111;4113433	-;-;-	456	4
NCU16833	CM002239.1	4113262	4114751	-	1490	6
rho-2	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	4115324;4116707;4117073;4117171;4117463	4116636;4116898;4117078;4117249;4118378	+;+;+;+;+	2506	2
NCU16834	CM002239.1;CM002239.1;CM002239.1	4119778;4119920;4120382	4119795;4120047;4120792	-;-;-	557	6
NCU08682	CM002239.1;CM002239.1;CM002239.1;CM002239.1	4121109;4122024;4123400;4123717	4121525;4123309;4123656;4126910	-;-;-;-	5154	10
NCU08681	CM002239.1;CM002239.1	4127528;4127903	4127690;4130424	-;-	2685	305
NCU08680	CM002239.1;CM002239.1	4131246;4131664	4131531;4131791	+;+	414	288
NCU08679	CM002239.1;CM002239.1	4135400;4135503	4135431;4135815	-;-	345	2
NCU08678	CM002239.1;CM002239.1	4136868;4138234	4138102;4138515	+;+	1517	4
NCU08677	CM002239.1;CM002239.1	4138583;4139099	4139010;4139382	+;+	712	16
NCU15636	CM002239.1	4139845	4139943	+	99	0
NCU08676	CM002239.1;CM002239.1	4140691;4141098	4140909;4142222	-;-	1344	10
NCU15180	CM002239.1	4142274	4142364	-	91	0
