# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "6" "-a" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/NC12_annotation.gtf" "-o" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/readcounts_3.txt" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444037.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444038.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444043.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970629.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970630.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970631.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970598.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970599.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970600.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269830.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269647.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269650.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916318.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916319.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916320.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970603.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970606.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970610.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027727.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027728.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027730.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269825.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269775.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269782.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269810.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916163.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916164.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916165.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444037.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444038.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8444043.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970629.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970630.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970631.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970598.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970599.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970600.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269830.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269647.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269650.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916318.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916319.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916320.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970603.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970606.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR7970610.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027727.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027728.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR9027730.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269825.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269775.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269782.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR8269810.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916163.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916164.sorted.bam	/scratch/evt82290/histone_chaperone_plot_no_rtt109/SRR10916165.sorted.bam
NCU00064	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2482832;2484352;2485591;2486628;2487067	2484106;2485483;2486569;2487001;2488057	+;+;+;+;+	4751	10538	9687	11114	8554	7406	8194	6686	8514	8045	13080	12805	17137	4321	3048	3079	10467	10535	7887	4218	5268	4283	18340	20968	21461	18229	3507	3119	4596
NCU14114	CM002238.1	2482896	2483931	-	1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU00065	CM002238.1;CM002238.1	2489138;2489581	2489493;2491469	+;+	2245	1116	1203	1129	1013	1074	884	1381	1836	1599	426	439	640	324	360	286	715	953	562	313	466	450	1651	1937	1874	1640	291	362	350
NCU00066	CM002238.1	2491431	2495036	-	3606	2845	2270	2591	2280	2016	2055	2366	3139	2625	969	891	1147	814	676	500	2320	2365	1671	904	1074	928	4361	5165	5133	4162	612	592	697
NCU00067	CM002238.1;CM002238.1;CM002238.1	2495156;2495538;2495746	2495430;2495618;2496385	+;+;+	996	9200	8720	9202	9579	8871	8806	9396	10541	10968	4546	5766	8508	4969	3305	3151	7987	8373	6797	5175	5967	4375	15436	20083	20329	16219	2888	3253	5764
NCU00068	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2496305;2496305;2500043;2500043;2500184;2500184	2499949;2499916;2500121;2500121;2500846;2500846	-;-;-;-;-;-	4387	6926	7276	6397	6000	5188	5548	4652	6165	5459	5834	5179	6441	2028	1602	1371	5407	5720	3564	2089	2217	2208	7364	8650	8489	7423	1863	1420	1495
NCU00069	CM002238.1;CM002238.1	2502573;2503246	2503079;2503595	+;+	857	573	812	723	837	655	868	320	418	399	803	800	1123	453	361	562	489	528	477	272	443	344	511	536	608	469	361	337	606
NCU16653	CM002238.1;CM002238.1	2503855;2504511	2504391;2504877	-;-	904	263	184	206	398	365	319	364	414	462	53	62	85	43	39	41	145	189	161	151	178	84	256	406	421	240	69	50	82
NCU00070	CM002238.1;CM002238.1	2505040;2506089	2505710;2508881	-;-	3464	1532	1330	1449	1292	1147	1108	1881	2283	2136	730	659	854	496	322	256	1295	1498	1054	518	594	521	3059	3545	3665	3083	280	360	408
NCU00071	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2510018;2510231;2510424;2510567	2510144;2510329;2510477;2510856	-;-;-;-	570	0	0	2	2	8	12	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU00072	CM002238.1;CM002238.1;CM002238.1	2513367;2514385;2514601	2514275;2514466;2515340	-;-;-	1731	2380	2254	2539	2355	2166	2346	2400	2860	3205	1599	1709	2027	1255	931	661	2546	3107	2001	1550	1738	1087	5042	5847	5626	4971	908	849	1145
NCU00073	CM002238.1;CM002238.1;CM002238.1	2515970;2517267;2517963	2517131;2517856;2518978	-;-;-	2768	4610	3705	4411	3954	3308	3557	4134	5132	5229	1729	1777	2290	1679	1364	1286	4182	4679	3120	1314	1773	1439	8731	10517	10066	8652	1223	1168	1630
NCU00074	CM002238.1;CM002238.1	2525373;2525916	2525802;2527032	+;+	1547	2358	1496	2197	1833	1526	1692	1697	2040	2235	626	632	848	1395	1020	996	2166	2921	1860	776	1163	651	3818	4602	4717	3757	692	775	1274
NCU00075	CM002238.1;CM002238.1;CM002238.1	2527139;2527591;2527999	2527401;2527718;2528751	+;+;+	1144	6147	5775	5796	4635	4370	4193	6554	8390	8023	2227	2147	2800	1972	1665	1444	3745	4155	3328	1595	2489	1786	5430	5976	5770	5269	1389	1414	1924
NCU00076	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2528710;2528710;2529233;2529233;2529713;2529713;2530508;2530515;2530623;2530623;2531260;2531260;2531587;2531587	2529168;2529168;2529637;2529637;2530456;2530456;2530567;2530567;2531078;2531078;2531502;2531502;2531908;2531908	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2689	1566	1267	1369	1535	1325	1279	1309	1666	1627	834	917	1377	396	396	372	1077	1123	793	594	870	711	1777	2214	2242	1735	324	280	305
NCU00077	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2531930;2532673;2533216;2533483;2533940;2534506;2534631	2532603;2533157;2533427;2533880;2534455;2534566;2535354	-;-;-;-;-;-;-	3070	2381	2300	2422	2351	2122	2183	2913	3541	3380	721	718	949	369	260	419	1808	2041	1496	1684	1871	1516	3901	4471	4644	3824	363	273	370
NCU00078	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2535597;2535810;2535942;2536338	2535746;2535843;2536248;2538405	+;+;+;+	2559	2786	2227	2841	3237	2962	3148	2645	3039	3181	1071	1206	1880	1575	927	1002	3602	3754	2693	2014	2396	1616	8132	10171	10272	8549	899	1102	1037
NCU00079	CM002238.1	2536487	2538432	-	1946	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCU00080	CM002238.1;CM002238.1;CM002238.1	2539273;2540222;2540572	2540161;2540510;2541148	-;-;-	1755	13000	9322	11756	13935	12276	13399	15104	17634	18779	9108	9291	11836	3959	1710	2403	14662	16502	11639	12434	13275	8519	23698	27491	27108	24198	3969	3063	3779
NCU00081	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2541342;2541869;2542148;2542389;2542607;2544034	2541808;2542066;2542326;2542558;2543937;2545070	+;+;+;+;+;+	3382	1939	1938	1421	2217	2097	1873	2369	3219	2817	446	457	770	336	253	216	1110	1308	925	955	950	783	2405	2877	3122	2496	211	213	223
NCU00082	CM002238.1;CM002238.1;CM002238.1	2546344;2546563;2546942	2546405;2546800;2547259	-;-;-	618	40	26	31	49	35	35	16	34	20	20	16	19	40	25	34	22	23	23	21	27	19	29	39	32	40	10	6	25
NCU00083	CM002238.1;CM002238.1	2549334;2549956	2549478;2552226	+;+	2416	8708	8928	7708	7600	6600	7118	4200	5112	5044	6027	5626	6995	2263	1575	1948	4532	4716	3327	1920	2174	2107	6755	7675	7637	6372	1751	1521	1500
NCU10301	CM002238.1;CM002238.1;CM002238.1	2552708;2552913;2553059	2552772;2552988;2553360	+;+;+	443	206	138	158	189	197	215	80	59	107	194	214	344	152	70	152	169	180	133	140	173	118	311	351	396	284	78	82	181
NCU15230	CM002238.1	2554461	2554557	-	97	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0
NCU00084	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2555144;2556554;2556857;2557660	2556411;2556700;2556955;2557918	-;-;-;-	1773	459	340	492	590	603	522	369	379	406	184	228	296	99	97	97	412	461	408	251	294	214	789	1153	1128	873	109	89	124
NCU00085	CM002238.1	2558440	2562010	-	3571	976	728	707	693	696	711	640	878	869	351	345	480	272	198	181	442	490	391	208	295	259	1079	1227	1281	1011	157	162	246
NCU00086	CM002238.1;CM002238.1	2564756;2565536	2565433;2565909	+;+	1052	98	116	99	120	84	78	66	143	79	18	23	41	39	14	13	69	81	46	33	41	42	157	180	155	128	27	32	38
NCU00087	CM002238.1	2566227	2567897	-	1671	4700	4176	4123	3080	2948	2806	2803	4016	3550	1093	1248	1709	1412	1208	1341	3105	3248	2501	662	1066	1084	5333	6813	6948	5255	1060	1090	1176
NCU00088	CM002238.1;CM002238.1;CM002238.1	2571142;2571774;2571926	2571698;2571864;2573004	+;+;+	1727	6630	7951	6408	7761	6943	6616	5005	6545	5949	5251	5063	6943	1467	1770	2228	5199	4352	3968	2396	3326	3074	5925	7632	7952	6005	1603	1544	1534
NCU00089	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2574646;2574646;2574646;2574646;2575433;2575433;2575433;2575433	2575263;2575221;2575129;2575362;2577796;2577796;2577796;2577796	+;+;+;+;+;+;+;+	3081	1901	2231	1542	1892	1771	1793	1511	2170	1781	991	838	1205	533	572	496	1174	1067	901	665	920	621	1896	2261	2349	1883	402	434	491
NCU00090	CM002238.1;CM002238.1;CM002238.1	2578245;2580229;2580585	2580108;2580529;2581438	-;-;-	3019	9941	7616	9363	10614	9386	10224	7894	10051	8556	5660	4863	6366	3440	3735	2672	7109	6067	5700	3658	4984	4464	6487	7962	7916	6180	2770	2840	4618
NCU00091	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2584099;2584260;2586219;2586219;2586376;2586376;2586961;2587662;2587662	2586164;2586164;2586311;2586311;2587599;2586891;2587599;2588622;2588592	-;-;-;-;-;-;-;-;-	4344	2524	2295	2542	2336	2006	2444	1788	2352	2034	1491	1407	1840	574	590	497	2227	2178	1721	1434	1328	1198	2973	4007	3952	3048	517	417	437
NCU00092	CM002238.1;CM002238.1	2588885;2589412	2589346;2590239	+;+	1290	552	506	499	409	396	342	531	719	799	124	115	221	184	110	113	277	341	225	90	97	97	527	637	637	552	145	113	95
NCU00093	CM002238.1	2590726	2591472	+	747	89	54	62	127	103	96	70	112	110	47	51	57	42	43	26	64	62	37	31	31	29	167	171	170	140	20	25	71
NCU14115	CM002238.1;CM002238.1	2593232;2594355	2593876;2594359	-;-	650	64	53	66	75	74	90	72	55	89	29	71	163	32	34	34	56	80	76	54	116	80	74	128	124	82	20	24	62
NCU00095	CM002238.1;CM002238.1	2594535;2597673	2597621;2599205	+;+	4620	4487	4114	4274	4014	3576	3424	3727	5007	4822	2250	2291	3083	1197	952	838	3332	3692	2630	1283	1515	1533	7357	9881	9661	7327	967	828	1156
NCU15231	CM002238.1	2599581	2599652	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU00096	CM002238.1;CM002238.1;CM002238.1	2600265;2601281;2601460	2600522;2601304;2601941	+;+;+	764	129	95	91	133	145	129	120	148	126	82	109	93	53	31	64	135	151	124	78	144	90	154	163	200	130	35	27	35
NCU00097	CM002238.1;CM002238.1;CM002238.1	2605290;2605785;2606174	2605750;2606090;2606349	-;-;-	943	86	109	86	63	62	66	39	75	45	129	85	176	20	15	6	68	60	49	30	17	28	113	91	103	82	12	17	22
NCU00099	CM002238.1;CM002238.1	2612528;2612715	2612618;2612788	-;-	165	4	2	0	2	0	3	3	4	2	4	4	10	3	3	0	12	10	2	2	3	1	5	5	13	4	0	0	0
NCU00100	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2623609;2625284;2626647;2626742;2627118;2627303	2625230;2626586;2626676;2627052;2627219;2627539	-;-;-;-;-;-	3605	5693	3611	4784	4490	3844	3971	3271	4145	4042	1865	1870	2800	1919	1165	1026	4825	5213	3535	1584	1630	1585	10639	14031	13838	10870	971	1052	1247
NCU00101	CM002238.1;CM002238.1	2628039;2628610	2628546;2630653	+;+	2552	4070	2753	3882	3395	2752	2790	2075	2690	2565	1423	1553	2030	1214	1090	830	4019	4000	3009	1735	1962	1718	7391	8862	8812	7189	892	912	1179
NCU00102	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2630211;2631134;2631425;2632226	2631063;2631322;2632129;2632778	+;+;+;+	2300	12871	11095	13901	12906	11686	11883	12642	15658	15186	6380	6279	8728	5335	2829	3170	12800	14413	9810	5299	6063	4733	32253	40479	40266	32137	3666	3656	4647
NCU00103	CM002238.1;CM002238.1	2632691;2633702	2633603;2634374	-;-	1586	3905	4272	4054	4314	3878	3784	6019	7981	7536	2420	2273	3349	1342	1576	1162	2931	2931	2570	1825	2522	1887	4221	4997	4996	4096	995	1202	1050
NCU00104	CM002238.1	2634913	2638616	-	3704	19508	13504	18197	15733	13686	13176	14158	17836	17789	8756	8891	11389	5423	3502	3252	19467	20937	14228	8983	9034	7583	28284	33943	33988	28184	4903	3882	6341
NCU00105	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2640035;2640259;2640526;2640745;2640895	2640180;2640345;2640652;2640825;2641453	+;+;+;+;+	1000	3035	2669	3179	2805	2262	2475	5263	6579	6375	662	937	1257	1173	1081	916	1603	1544	1486	654	964	809	3175	3974	3925	3388	645	901	1208
NCU00106	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2641260;2642368;2642697;2642862;2643175;2643344	2642294;2642638;2642807;2643049;2643216;2643737	-;-;-;-;-;-	2041	9471	8978	9250	9474	7951	8530	7806	9927	9815	4396	4404	6328	2648	3365	2721	5324	4858	4550	3396	4290	3822	8272	10053	10059	8000	2193	2023	1821
NCU00107	CM002238.1;CM002238.1	2643856;2644882	2644797;2645250	+;+	1311	1617	1539	1813	1648	1636	1701	2579	3046	3151	777	784	1013	774	694	762	1623	1602	1319	859	1037	794	2641	3223	3251	2491	545	554	759
NCU00108	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2645177;2645800;2646821;2646971	2645743;2646726;2646910;2647379	-;-;-;-	1993	1344	1342	1262	1266	1131	1181	1215	1590	1721	758	833	946	466	386	431	1189	1480	974	563	622	398	2014	2324	2481	2168	347	348	474
NCU00109	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2647472;2647472;2647631;2648868;2648868	2648790;2647563;2648790;2651685;2651685	+;+;+;+;+	4137	2526	2322	2363	2732	2376	2374	2318	2959	3114	1404	1389	1917	778	544	778	2296	2421	1954	1109	1420	1084	3787	4558	4490	3767	610	575	617
NCU00110	CM002238.1	2649271	2652106	-	2836	58	41	47	41	32	44	59	71	53	17	18	33	10	4	2	26	43	26	14	20	28	66	91	113	70	6	4	7
NCU00111	CM002238.1;CM002238.1;CM002238.1	2652523;2653081;2653227	2653005;2653160;2653607	+;+;+	944	3477	2368	3266	3886	3612	3297	6885	7961	8070	1620	1771	2297	1751	782	801	5188	5650	4626	3141	3968	2424	10983	13102	12880	11269	1190	1264	2064
NCU00112	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2653457;2654470;2654784;2655934	2654412;2654731;2655867;2656458	-;-;-;-	2827	5175	5372	5186	5068	4695	5015	4904	5737	5553	3227	3171	4265	1582	1355	1155	3994	4550	3293	2194	2587	1905	9619	11872	11473	9426	1197	1143	1572
NCU16656	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2656797;2656797;2657337;2657347;2657586;2657586;2658119;2658119;2660159;2660159;2660501;2660501	2657241;2657241;2657518;2657518;2658048;2658048;2660089;2660089;2660439;2660439;2660825;2660825	+;+;+;+;+;+;+;+;+;+;+;+	3667	4210	3936	3994	4193	3658	3817	3682	4627	4440	2125	2416	3034	990	918	920	3856	4009	2861	1826	1869	1654	5852	6900	6661	5807	656	795	854
NCU16657	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2661033;2661184;2661872;2662218	2661079;2661727;2662109;2662844	+;+;+;+	1456	1078	1088	1010	1316	1212	1253	1060	1359	1115	359	414	525	300	281	366	907	1012	813	490	617	538	1488	1850	1991	1569	324	298	340
NCU00114	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2662793;2663373;2664054;2664151;2664297	2663280;2663878;2664086;2664221;2664390	-;-;-;-;-	1192	4274	4401	4058	4629	4005	4304	7776	8976	8594	2379	2267	3486	1686	1759	1434	3033	2553	2472	1969	2756	2293	4930	6285	6365	5134	1132	1160	1328
NCU00115	CM002238.1;CM002238.1	2664560;2665578	2665364;2665948	-;-	1176	2397	1594	2068	1621	1315	1094	3512	4673	5419	335	436	527	945	788	675	1192	1362	801	233	383	334	2315	2575	2557	2272	529	774	939
NCU00116	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2666273;2666331;2666336;2667042;2667055;2667272;2667272;2667272;2667366;2667366;2667366;2668136;2668136;2668136	2667205;2666503;2666503;2667205;2667205;2667285;2667285;2667285;2668070;2668070;2668070;2668603;2668603;2668662	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2179	8035	6098	6775	6703	6401	6434	7705	9688	9204	2338	2491	3419	2789	2100	1831	6704	7532	5835	3387	4071	3715	11209	13316	13152	11119	1961	1980	2806
NCU00117	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2668946;2669414;2669781;2669992;2670347;2670538;2670802;2672078	2669296;2669667;2669937;2670284;2670482;2670749;2671947;2672556	-;-;-;-;-;-;-;-	3028	6492	5484	6532	5588	4852	5148	4603	5794	5625	3257	3750	4950	1634	1269	1236	5290	6067	4109	2454	2503	2359	10649	12373	12590	10730	1200	1169	1434
NCU00118	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2674109;2674736;2674963;2675286;2675897;2676068;2676158;2676225;2676347;2676482;2676652	2674660;2674909;2675226;2675849;2676018;2676098;2676175;2676297;2676426;2676596;2677336	+;+;+;+;+;+;+;+;+;+;+	2678	650	878	511	693	689	687	299	392	416	405	422	687	102	52	48	474	518	354	164	137	115	577	664	775	551	122	81	125
NCU00119	CM002238.1	2677399	2681273	-	3875	2420	1946	2441	2449	2320	2274	2068	2542	2432	1062	988	1289	523	432	352	2389	2277	1770	1419	1318	1160	3568	4282	4344	3644	431	374	512
NCU00120	CM002238.1	2681429	2685588	-	4160	1291	906	1214	955	942	1072	765	990	837	588	594	743	304	238	214	1076	1063	799	689	618	611	1620	2072	2075	1682	184	181	164
NCU00121	CM002238.1;CM002238.1;CM002238.1;CM002238.1	2686906;2688277;2690636;2690827	2688220;2690561;2690746;2691445	+;+;+;+	4330	10457	17031	10968	12136	11994	14973	6768	8838	7431	16155	13954	17755	2950	3636	2763	5550	4492	4803	7982	7832	7129	4953	5740	5660	5005	3329	2098	2685
NCU00122	CM002238.1;CM002238.1	2691298;2693200	2693100;2693631	-;-	2235	9857	7077	9706	9135	8048	8223	12635	15403	15279	3381	3127	4496	5587	3109	2967	12253	12811	9427	5647	6325	5380	19633	24886	24220	19086	5163	3697	5009
NCU00123	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2699575;2699784;2700293;2700746;2701000	2699642;2700060;2700392;2700758;2701165	-;-;-;-;-	624	16	2	6	12	15	24	5	7	2	10	12	16	12	7	6	9	11	23	8	4	6	16	5	14	5	4	0	4
NCU00124	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2701237;2702428;2702652;2702815;2705867;2705867	2702597;2705796;2702754;2705796;2707472;2707472	+;+;+;+;+;+	6166	2044	2049	2095	2551	2199	2140	1975	2546	2359	2759	2447	3184	959	1002	1111	2309	2461	1983	1024	1654	975	4221	4507	4556	4055	1176	1048	1620
NCU00125	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2708593;2708615;2709425;2709425;2709886	2709348;2709348;2710766;2709813;2710874	+;+;+;+;+	2206	742	467	738	672	610	676	525	717	677	311	330	368	280	183	165	644	589	526	531	476	383	1163	1363	1359	1069	128	157	194
NCU15232	CM002238.1	2711414	2711485	-	72	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NCU00126	CM002238.1;CM002238.1	2711676;2712483	2712418;2714403	-;-	2664	1203	1008	1216	1050	958	1121	882	1204	1047	708	769	906	533	365	323	907	952	721	475	603	438	2037	2424	2522	2066	388	321	588
NCU16659	CM002238.1;CM002238.1	2713571;2715022	2714951;2715861	+;+	2221	266	210	243	214	239	215	119	136	160	74	72	154	108	109	73	167	159	124	64	90	115	281	366	342	311	50	47	93
NCU00127	CM002238.1;CM002238.1	2716864;2718028	2717971;2719590	+;+	2671	11390	8682	10953	11256	10856	11745	6409	7627	7623	8917	9102	11976	3602	1488	2519	10944	11577	9120	8541	9457	6572	15886	18048	17911	15008	3976	3170	3026
NCU00128	CM002238.1;CM002238.1	2722532;2722831	2722721;2726114	+;+	3474	186	135	173	143	138	139	53	84	99	73	57	161	36	17	8	229	212	161	83	79	77	220	297	366	261	43	22	17
NCU15233	CM002238.1	2726860	2726931	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NCU00129	CM002238.1;CM002238.1;CM002238.1	2727233;2727941;2728936	2727826;2728874;2729675	-;-;-	2268	658	317	614	524	487	503	263	411	340	420	350	530	506	249	210	1042	1175	700	476	518	345	1336	1658	1628	1366	337	287	542
NCU16661	CM002238.1	2729544	2730334	-	791	218	85	172	141	106	149	51	100	64	125	170	172	83	43	26	287	344	211	156	119	106	374	481	467	349	57	28	41
NCU00130	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2730966;2730966;2732737;2732737;2732968	2732643;2732643;2733072;2732885;2733380	-;-;-;-;-	2322	2553	2487	1596	2504	2309	2530	1206	1529	1495	568	519	668	358	266	191	409	512	311	237	295	181	1618	1910	1930	1585	200	212	358
NCU00132	CM002238.1;CM002238.1	2735106;2736206	2736106;2736627	-;-	1423	4087	3742	4273	4345	4014	3949	4623	5264	5101	2622	2602	3451	1604	1132	1127	4764	4934	3653	2424	2890	2047	7313	8598	8612	7077	1236	1383	1546
NCU00133	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2737574;2737988;2738267;2738819;2739248	2737831;2738210;2738760;2739190;2740109	+;+;+;+;+	2209	7148	6000	6437	6087	5419	5043	7941	10180	10052	1644	1696	2400	1722	1175	1460	5763	6274	4472	2393	2633	2297	11946	14617	14325	11560	1137	1344	1443
NCU00134	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	2740593;2741139;2741237;2742850;2742850	2741075;2742791;2742791;2744799;2744799	+;+;+;+;+	4086	5054	4820	4653	4241	3801	3897	3293	4234	3763	2295	2389	3016	1248	875	832	3129	2977	2353	1134	1352	1461	5137	6305	6410	5017	950	800	998
NCU15648	CM002238.1	2744820	2744921	+	102	0	0	0	0	0	2	0	1	2	0	2	4	2	0	4	0	6	0	8	6	10	0	7	0	4	0	0	3
NCU15234	CM002238.1	2745682	2745753	+	72	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
