# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "-t" "CDS" "-g" "gene_name" "-s" "0" "--primary" "-a" "/home/zlewis/Genomes/Neurospora/Nc12_RefSeq/GCA_000182925.2_NC12_genomic_GFFtoGTFconversion.gtf" "-o" "/scratch/evt82290/RNAseq/qa-suz12/counts/readcounts_newseq.txt" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-89_RNA_WT_24hrqa__Rep3_S89/149-89_RNA_WT_24hrqa__Rep3_S89_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-88_RNA_WT_24hrqa__Rep2_S88/149-88_RNA_WT_24hrqa__Rep2_S88_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-84_RNA_WT__Rep1_S84/149-84_RNA_WT__Rep1_S84_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-85_RNA_WT__Rep2_S85/149-85_RNA_WT__Rep2_S85_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-86_RNA_WT__Rep3_S86/149-86_RNA_WT__Rep3_S86_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-87_RNA_WT_24hrqa__Rep1_S87/149-87_RNA_WT_24hrqa__Rep1_S87_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-90_RNA_qa-suz12__Rep1_S90/149-90_RNA_qa-suz12__Rep1_S90_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-91_RNA_qa-suz12__Rep2_S91/149-91_RNA_qa-suz12__Rep2_S91_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-92_RNA_qa-suz12__Rep3_S92/149-92_RNA_qa-suz12__Rep3_S92_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-93_RNA_qa-suz12_24hrqa__Rep1_S93/149-93_RNA_qa-suz12_24hrqa__Rep1_S93_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-94_RNA_qa-suz12_24hrqa__Rep2_S94/149-94_RNA_qa-suz12_24hrqa__Rep2_S94_Aligned.sortedByCoord.out.bam" "/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-95_RNA_qa-suz12_24hrqa__Rep3_S95/149-95_RNA_qa-suz12_24hrqa__Rep3_S95_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/qa-suz12/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam	/scratch/evt82290/RNAseq/CAF-1_Heatmap/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-89_RNA_WT_24hrqa__Rep3_S89/149-89_RNA_WT_24hrqa__Rep3_S89_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-88_RNA_WT_24hrqa__Rep2_S88/149-88_RNA_WT_24hrqa__Rep2_S88_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-84_RNA_WT__Rep1_S84/149-84_RNA_WT__Rep1_S84_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-85_RNA_WT__Rep2_S85/149-85_RNA_WT__Rep2_S85_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-86_RNA_WT__Rep3_S86/149-86_RNA_WT__Rep3_S86_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-87_RNA_WT_24hrqa__Rep1_S87/149-87_RNA_WT_24hrqa__Rep1_S87_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-90_RNA_qa-suz12__Rep1_S90/149-90_RNA_qa-suz12__Rep1_S90_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-91_RNA_qa-suz12__Rep2_S91/149-91_RNA_qa-suz12__Rep2_S91_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-92_RNA_qa-suz12__Rep3_S92/149-92_RNA_qa-suz12__Rep3_S92_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-93_RNA_qa-suz12_24hrqa__Rep1_S93/149-93_RNA_qa-suz12_24hrqa__Rep1_S93_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-94_RNA_qa-suz12_24hrqa__Rep2_S94/149-94_RNA_qa-suz12_24hrqa__Rep2_S94_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-95_RNA_qa-suz12_24hrqa__Rep3_S95/149-95_RNA_qa-suz12_24hrqa__Rep3_S95_Aligned.sortedByCoord.out.bam
trp-4	CM002239.1;CM002239.1	3457363;3457826	3457716;3458782	+;+	1311	1202	1254	1134	3213	3761	3778	2951	454	288	873	556	40	244	98	914	18	4	2	488
NCU04410	CM002239.1	3459158	3461680	-	2523	1824	2852	1170	8617	10660	10490	8838	3194	2211	4894	1158	673	3677	1065	3309	334	122	64	2169
NCU04409	CM002239.1	3463136	3463759	+	624	308	504	253	1152	1564	1447	1126	434	303	662	103	38	319	127	413	4	6	0	310
NCU04408	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3463790;3464332;3464528;3464697;3464819;3465013	3464277;3464460;3464629;3464759;3464960;3465156	-;-;-;-;-;-	1068	388	556	268	1110	1405	1389	1130	423	237	524	82	29	329	78	316	16	12	2	311
NCU04407	CM002239.1;CM002239.1;CM002239.1	3465653;3465919;3467108	3465775;3467038;3467274	+;+;+	1410	388	423	304	897	1206	1198	971	122	66	150	130	60	154	62	230	4	6	4	140
NCU04406	CM002239.1;CM002239.1;CM002239.1	3468065;3468203;3468651	3468131;3468560;3469395	-;-;-	1170	1594	1573	1003	4279	5386	5458	4223	1239	666	2184	682	360	1501	575	1589	208	60	14	903
NCU04405	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3471592;3471795;3471945;3472068;3472247;3472352	3471732;3471882;3472008;3472163;3472284;3472389	-;-;-;-;-;-	465	2459	2975	1712	7555	9568	9587	7657	1251	723	2072	400	96	757	496	1671	142	72	56	2150
NCU04404	CM002239.1;CM002239.1;CM002239.1	3473193;3473560;3476051	3473494;3475982;3476199	+;+;+	2874	6055	7257	4946	21152	26011	25982	21075	991	658	1082	544	148	644	565	1432	373	179	74	1992
NCU04403	CM002239.1;CM002239.1;CM002239.1	3477636;3477841;3478680	3477758;3478590;3478829	-;-;-	1023	126	98	74	253	260	197	214	47	21	59	102	57	191	33	69	30	4	2	47
NCU16819	CM002239.1	3479607	3479954	+	348	94	118	47	194	312	255	246	99	59	181	75	63	209	57	131	22	2	3	105
dim-5	CM002239.1;CM002239.1	3481012;3482045	3481959;3482092	-;-	996	298	323	190	887	1007	951	842	97	66	114	88	60	125	36	101	16	14	2	80
NCU10110	CM002239.1	3482716	3484065	-	1350	275	269	158	617	768	788	691	106	64	176	211	62	183	30	152	10	2	0	104
NCU04401	CM002239.1	3485050	3485916	+	867	142	125	130	305	359	336	285	18	27	30	179	58	90	46	147	14	2	0	48
NCU04400	CM002239.1	3486723	3488507	-	1785	0	0	2	4	8	0	6	14	8	0	0	0	2	0	0	0	1	2	2
NCU10107	CM002239.1;CM002239.1	3489090;3489254	3489140;3489724	+;+	522	0	4	2	6	0	6	9	36	23	48	8	6	10	2	11	5	18	8	61
NCU10106	CM002239.1	3490861	3491763	+	903	17	10	8	31	23	21	30	37	32	86	29	4	14	4	27	0	0	2	86
NCU04398	CM002239.1;CM002239.1	3492900;3493748	3493657;3493976	+;+	987	6	4	0	0	4	2	2	4	0	0	4	0	6	0	0	0	2	0	4
NCU04397	CM002239.1;CM002239.1	3495637;3496724	3496652;3497711	-;-	2004	0	0	0	4	0	8	0	0	0	0	0	0	0	0	2	0	0	6	4
NCU04396	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3499421;3500182;3500358;3500786;3500961;3501243	3500077;3500293;3500719;3500892;3501180;3501593	+;+;+;+;+;+	1809	2	0	0	2	2	0	2	8	1	0	8	0	0	2	2	0	0	2	8
neg-1	CM002239.1	3501899	3503341	-	1443	651	782	248	2100	2329	2365	1954	276	84	234	58	52	165	104	424	4	2	2	284
NCU04394	CM002239.1;CM002239.1;CM002239.1	3505045;3506720;3507372	3506635;3507122;3507378	+;+;+	2001	65	50	26	209	200	211	211	13	14	14	16	10	16	0	18	6	6	2	24
NCU04393	CM002239.1	3508055	3509026	+	972	57	50	28	154	136	150	147	10	10	8	13	3	8	1	25	0	0	0	10
NCU04392	CM002239.1;CM002239.1	3509518;3510095	3509986;3510813	-;-	1188	39	44	31	117	118	132	108	10	8	14	102	18	36	31	124	6	2	0	24
NCU04391	CM002239.1;CM002239.1;CM002239.1	3513374;3514457;3515197	3514386;3515124;3515597	-;-;-	2082	31	11	17	32	51	37	35	4	0	4	23	4	20	14	60	6	2	2	8
col-22	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3520151;3520151;3520151;3520740;3520740;3520740;3520966;3520966;3520966;3521506;3521506;3521506	3520653;3520653;3520653;3520767;3520767;3520767;3521448;3521448;3521448;3523035;3523035;3523035	+;+;+;+;+;+;+;+;+;+;+;+	2544	734	779	479	2250	2603	2608	2170	310	143	454	270	118	230	83	382	69	50	24	537
set-4	CM002239.1	3526046	3528892	-	2847	2523	2505	1532	7528	9192	9089	7523	1350	807	1508	314	273	1082	198	573	330	151	113	1350
NCU04388	CM002239.1;CM002239.1;CM002239.1	3533701;3533970;3534277	3533903;3534186;3534390	+;+;+	534	5558	6636	5398	15098	18852	18546	15311	4410	2443	5604	1250	578	2124	599	2127	140	93	32	3688
vma-7	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3534822;3535058;3535262;3535354	3534962;3535195;3535297;3535413	-;-;-;-	375	2209	2708	1801	7292	9083	8798	7434	684	381	749	616	133	372	465	1415	147	54	30	933
NCU04386	CM002239.1;CM002239.1	3536153;3536490	3536416;3537791	+;+	1566	210	279	155	769	887	868	711	56	32	68	18	6	33	16	36	8	2	4	110
leu-2	CM002239.1;CM002239.1;CM002239.1	3538551;3540815;3540966	3540683;3540889;3541097	-;-;-	2340	4810	3105	5097	8408	10506	10003	8455	135	219	151	110	32	67	106	237	50	31	34	631
NCU04384	CM002239.1;CM002239.1	3543168;3545798	3545734;3546335	-;-	3105	136	129	122	274	335	310	276	30	10	26	34	22	42	24	41	4	4	4	22
NCU04383	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3547304;3547304;3547862;3547862;3548639;3550082;3550082	3547798;3547798;3549998;3548572;3549998;3550518;3550557	-;-;-;-;-;-;-	3108	771	1008	432	2541	3043	3131	2570	441	244	560	201	88	237	118	455	60	83	64	1029
NCU04382	CM002239.1	3552679	3554733	+	2055	773	1073	526	2821	3472	3667	2841	650	316	584	116	78	195	54	217	36	68	29	949
NCU04381	CM002239.1;CM002239.1;CM002239.1	3555090;3556507;3556749	3555907;3556668;3556842	-;-;-	1074	192	163	157	384	512	522	465	66	24	42	42	15	55	18	163	4	2	4	70
NCU04380	CM002239.1;CM002239.1;CM002239.1	3559254;3560207;3561407	3560145;3561342;3561499	+;+;+	2121	4972	5568	3539	12906	15611	15937	12810	686	531	830	169	56	203	185	526	65	107	36	1251
cse-1	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3563466;3563734;3564224;3564620	3563645;3564029;3564309;3564630	-;-;-;-	573	1493	1982	1147	5141	6135	6286	5209	800	477	921	240	120	675	147	436	40	41	18	709
NCU04378	CM002239.1;CM002239.1	3567798;3569707	3569654;3570474	-;-	2625	395	447	224	1556	1873	1940	1517	82	62	135	18	18	46	38	78	36	14	18	169
NCU10761	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3574180;3574399;3574657;3574919	3574334;3574586;3574858;3575417	+;+;+;+	1044	64	75	37	133	132	157	123	46	10	61	72	53	247	24	173	4	5	2	38
NCU10760	CM002239.1	3576494	3578347	+	1854	236	310	218	817	1005	975	768	50	12	64	52	34	53	12	100	4	7	6	50
NCU10762	CM002239.1;CM002239.1	3578951;3579480	3579394;3580448	+;+	1413	1094	1467	937	2679	3230	3418	2903	372	211	419	175	113	528	177	479	34	16	17	522
NCU04376	CM002239.1;CM002239.1	3580969;3581263	3581205;3582495	+;+	1470	800	696	592	1669	2186	2178	1624	201	110	189	87	46	146	46	171	2	0	4	186
NCU04375	CM002239.1;CM002239.1	3583331;3584397	3584069;3584815	+;+	1158	147	133	96	326	354	413	321	23	12	23	62	26	42	21	73	32	0	7	56
NCU04374	CM002239.1;CM002239.1;CM002239.1	3586685;3587757;3588251	3587691;3588104;3588932	-;-;-	2037	191	151	122	607	735	753	584	194	86	278	726	120	356	118	540	26	12	8	214
NCU04373	CM002239.1;CM002239.1	3590858;3592465	3592377;3594166	-;-	3222	9371	8302	4085	25342	31685	31116	25037	2448	1184	2197	1106	594	1511	249	1088	408	276	108	2698
fkr-3	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3603911;3604119;3604262;3604391;3604563;3604711	3604035;3604183;3604322;3604411;3604604;3604738	+;+;+;+;+;+	342	350	539	111	1140	1511	1457	1150	453	294	680	1005	277	523	298	1492	90	27	0	497
NCU04370	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3605977;3606092;3606537;3608578	3605982;3606471;3608523;3609312	+;+;+;+	3108	11625	13495	7457	35711	44108	44267	35664	1241	755	1335	1162	300	765	498	1720	265	214	83	2445
NCU04369	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3610452;3610452;3611284;3611284;3611469;3611469	3611221;3611221;3611400;3611400;3612267;3612267	-;-;-;-;-;-	1686	5367	5266	3694	13502	15699	15965	13420	1802	793	2572	2123	1477	2929	1095	4404	319	127	64	3395
NCU04368	CM002239.1;CM002239.1	3613872;3614921	3614851;3615200	+;+	1260	3934	3053	2746	9752	11970	11947	9611	9632	2388	6411	597	520	2138	282	1011	46	46	34	3604
NCU04367	CM002239.1;CM002239.1;CM002239.1	3615963;3616124;3617560	3616049;3617499;3618007	-;-;-	1911	161	112	116	354	367	363	343	84	6	67	89	29	90	38	91	10	11	4	38
NCU04366	CM002239.1;CM002239.1	3621474;3621727	3621560;3622407	-;-	768	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	2	4	10
NCU04365	CM002239.1;CM002239.1	3625138;3625377	3625233;3626054	-;-	774	0	0	0	0	2	0	0	0	0	2	4	8	2	0	0	0	0	0	0
NCU04364	CM002239.1;CM002239.1	3628276;3628276	3631839;3631839	-;-	3564	653	879	517	2115	2401	2549	1891	58	32	111	142	64	86	48	190	54	48	24	248
NCU04363	CM002239.1;CM002239.1	3633182;3635325	3634946;3635632	+;+	2073	1423	1472	868	4448	5869	5862	4512	258	113	335	357	152	261	134	299	78	46	16	375
NCU04362	CM002239.1	3636494	3637627	-	1134	316	389	271	1141	1365	1393	1052	71	40	63	138	44	62	55	230	18	6	10	193
NCU04360	CM002239.1;CM002239.1	3641069;3641365	3641286;3641851	+;+	705	472	334	571	989	1227	1160	1005	259	102	714	718	237	708	367	1862	43	10	2	161
NCU04359	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3642773;3642773;3643306;3643306;3644428;3644428	3643205;3643205;3644316;3644316;3644708;3644708	-;-;-;-;-;-	1725	677	400	315	1409	1741	1689	1287	120	73	139	256	70	135	83	476	11	12	9	304
NCU04358	CM002239.1;CM002239.1	3646132;3648417	3648303;3648656	+;+	2412	687	669	412	1659	1854	1827	1490	696	372	281	191	30	73	56	183	12	94	44	1276
NCU04357	CM002239.1;CM002239.1	3650311;3651175	3651054;3651261	+;+	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NCU04356	CM002239.1;CM002239.1	3651859;3652840	3652719;3652923	+;+	945	0	2	2	0	3	1	0	1	2	0	0	0	4	2	4	0	0	0	0
NCU04355	CM002239.1;CM002239.1;CM002239.1	3653985;3655161;3656033	3655104;3655964;3656712	-;-;-	2604	1501	1427	1034	3628	4648	4470	3404	451	198	525	349	144	355	222	612	82	38	26	667
NCU16820	CM002239.1;CM002239.1;CM002239.1	3658265;3660528;3660995	3660472;3660649;3661136	-;-;-	2472	17	24	16	24	43	46	44	4	2	0	2	0	6	0	2	2	0	0	14
NCU04354	CM002239.1;CM002239.1	3661653;3663487	3663428;3663765	-;-	2055	929	951	552	1996	2349	2271	1935	211	84	234	122	74	125	60	188	16	20	8	316
NCU04353	CM002239.1;CM002239.1	3664876;3665015	3664976;3667028	+;+	2115	339	306	214	833	1145	1116	806	12	14	51	79	22	40	28	147	16	10	12	83
NCU11050	CM002239.1	3667233	3671339	-	4107	2180	2190	763	6248	9022	8845	6254	756	300	824	3117	570	2280	1695	5097	252	8	16	513
chs-5	CM002239.1;CM002239.1;CM002239.1	3672620;3672724;3678081	3672651;3678008;3678388	-;-;-	5625	12023	12217	5874	33617	39408	38831	33069	4807	2746	4461	2957	1498	6891	1486	4352	2658	373	170	3888
NCU04351	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3680488;3681229;3681477;3681957;3682517	3680544;3681387;3681597;3682079;3682557	-;-;-;-;-	501	17	83	20	86	119	93	112	184	135	148	70	75	358	32	122	10	0	4	50
NCU04350	CM002239.1;CM002239.1;CM002239.1	3683750;3684110;3687868	3684051;3687808;3689326	+;+;+	5460	13687	14740	6859	40671	47744	47064	39889	7326	3930	6132	4077	2518	12077	2614	6145	3584	671	479	6949
stk-58	CM002239.1;CM002239.1	3689962;3691295	3691234;3691506	-;-	1485	1927	1837	1464	5056	6330	6125	4853	908	533	954	194	66	390	248	504	53	22	16	968
NCU16822	CM002239.1;CM002239.1;CM002239.1	3692364;3692516;3692697	3692454;3692625;3692843	-;-;-	348	21011	21915	15244	52127	70703	71935	51918	9212	4383	13377	6328	3413	7387	4547	10859	987	204	98	14148
NCU04348	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3694073;3694210;3694347;3697005	3694151;3694280;3696947;3697736	+;+;+;+	3483	717	877	595	2184	2876	2924	2146	268	98	212	47	34	84	76	152	38	36	45	568
NCU04347	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3698228;3699238;3699360;3699361;3699704;3699704	3698654;3699283;3699512;3699512;3700313;3700313	+;+;+;+;+;+	1236	1026	772	677	2525	3057	3071	2382	323	147	389	270	78	269	130	466	8	7	18	445
NCU04346	CM002239.1	3701499	3703355	+	1857	29	26	12	89	118	103	74	18	2	24	16	34	90	18	42	4	4	7	12
NCU04345	CM002239.1	3703942	3704766	-	825	548	595	311	1212	1693	1686	1277	152	63	215	159	46	207	134	425	16	8	4	239
NCU04344	CM002239.1;CM002239.1	3705842;3706019	3705921;3706973	+;+	1035	1111	1512	1101	3323	3876	4036	3222	1213	672	1671	699	471	4025	440	1937	24	6	0	765
egt-1	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3707440;3707953;3708377;3708505;3709496;3709857;3709940;3710012;3710186;3710486;3710660	3707884;3708329;3708452;3709198;3709782;3709878;3709953;3710126;3710424;3710604;3710902	-;-;-;-;-;-;-;-;-;-;-	2631	111338	56497	69578	174216	203708	203192	172105	161666	79563	239195	17600	28115	252660	11509	53576	2294	1336	781	86643
NCU04342	CM002239.1;CM002239.1;CM002239.1	3715206;3715689;3716030	3715600;3715890;3716398	+;+;+	966	27588	24687	14157	56196	69614	70198	55279	9672	4374	13176	5507	3019	22294	2875	17957	338	80	33	7940
NCU04341	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3717770;3718650;3718975;3720846	3718585;3718918;3720773;3721156	-;-;-;-	3195	105	192	86	558	739	657	537	70	18	106	24	18	44	40	56	227	44	32	134
NCU04340	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3724853;3725170;3725270;3725926;3725926	3724938;3725381;3725381;3726950;3726950	+;+;+;+;+	1323	812	751	677	1437	1625	1690	1372	839	420	1479	61	78	230	62	115	5	6	14	1417
NCU04339	CM002239.1	3727546	3728595	-	1050	646	604	474	1462	1923	1862	1372	227	148	220	114	30	102	64	264	2	0	0	371
hH4v	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3729935;3730174;3730309;3730857;3731058;3731350	3730093;3730236;3730396;3730872;3731089;3731483	-;-;-;-;-;-	492	805	874	548	2032	2487	2600	2086	267	105	295	179	69	209	100	313	36	4	2	322
NCU04337	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3732141;3732307;3733191;3733471	3732245;3733108;3733406;3733493	-;-;-;-	1146	6722	7315	5732	20101	24403	24649	19908	2818	1620	4253	1560	853	3088	756	2931	204	76	38	2573
NCU04336	CM002239.1;CM002239.1	3734862;3735071	3735002;3735406	+;+	477	1786	2079	1495	5326	6660	6594	5323	1419	826	1902	487	275	954	328	1020	46	32	24	1708
stk-30	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3737724;3737944;3738466;3739831	3737778;3738209;3739774;3740474	+;+;+;+	2274	1995	2146	1194	5942	7224	7066	5972	715	388	1075	381	229	1037	282	816	103	82	92	1134
NCU04334	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3741502;3741770;3742169;3742348	3741504;3741997;3742227;3742372	+;+;+;+	315	1131	1428	1462	3693	4551	4440	3459	1791	1090	2299	121	122	1489	80	255	16	46	48	1736
NCU07974	CM002239.1;CM002239.1	3773250;3773501	3773439;3774729	+;+	1419	709	850	455	2247	2677	2575	2209	279	172	320	166	84	150	85	200	32	10	4	264
NCU07975	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3775471;3776392;3776552;3776893;3777037;3777986;3778219	3776341;3776493;3776824;3776976;3777932;3778164;3778666	-;-;-;-;-;-;-	2853	763	919	474	2586	3141	3183	2678	178	99	201	112	31	85	125	388	46	14	7	328
NCU07976	CM002239.1;CM002239.1	3780131;3780889	3780838;3780897	-;-	717	227	117	80	410	532	541	416	284	66	328	464	123	269	127	472	34	16	6	224
NCU07977	CM002239.1;CM002239.1	3781915;3782235	3782097;3782936	+;+	885	92	69	26	272	304	284	233	20	10	40	88	16	22	40	130	18	2	8	42
NCU07978	CM002239.1;CM002239.1	3783674;3784413	3784044;3784422	+;+	381	1	0	0	2	2	1	1	2	2	0	2	0	0	0	4	0	2	0	2
NCU07979	CM002239.1	3787059	3788294	+	1236	257	361	155	1151	1480	1560	951	263	154	337	156	96	495	104	180	36	10	6	255
NCU07981	CM002239.1;CM002239.1;CM002239.1	3791159;3793707;3794172	3793636;3794105;3794327	+;+;+	3033	13	10	2	23	18	30	18	4	8	8	6	2	0	4	18	0	4	10	4
NCU07982	CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1;CM002239.1	3797031;3797031;3797296;3797296;3797463;3797463	3797182;3797182;3797391;3797391;3799284;3799284	+;+;+;+;+;+	2070	1974	1824	2000	5397	6825	6678	5270	435	305	812	361	66	196	121	837	45	43	11	677
NCU07983	CM002239.1;CM002239.1	3800378;3800864	3800410;3801058	-;-	228	10	10	0	17	18	11	12	4	2	4	10	1	8	0	2	2	0	0	2
NCU07984	CM002239.1;CM002239.1;CM002239.1	3802213;3802537;3803054	3802460;3802992;3804200	-;-;-	1851	479	526	315	1581	1883	1912	1423	123	86	180	34	26	59	34	92	18	23	8	214
NCU07985	CM002239.1;CM002239.1;CM002239.1;CM002239.1	3804980;3805512;3805713;3806774	3805458;3805645;3806683;3806875	-;-;-;-	1686	2470	2102	1829	5623	6636	6414	5641	399	229	669	351	129	410	203	654	52	7	16	455
NCU07986	CM002239.1;CM002239.1;CM002239.1	3808513;3808642;3808780	3808563;3808721;3810094	+;+;+	1446	3581	4154	2609	10627	11796	11935	10513	1848	835	2353	938	405	1411	534	2032	64	32	17	1981
NCU07987	CM002239.1;CM002239.1	3818429;3818621	3818557;3819865	-;-	1374	920	1107	967	3081	3437	3395	3011	247	135	312	220	47	84	69	406	19	13	7	411
NCU07988	CM002239.1;CM002239.1;CM002239.1	3821920;3822522;3823251	3822439;3823186;3823310	-;-;-	1245	1168	1733	1253	4007	4814	4777	4042	455	264	518	287	56	353	269	679	63	41	18	783
NCU07989	CM002239.1;CM002239.1;CM002239.1	3824364;3824552;3824699	3824395;3824621;3825028	+;+;+	432	685	795	335	2202	2987	2847	2280	280	111	321	140	104	333	187	490	32	12	6	307
NCU07990	CM002239.1;CM002239.1	3826124;3828057	3828000;3828747	-;-	2568	58	69	29	172	213	171	147	12	6	14	36	16	22	10	75	16	6	0	14
NCU07991	CM002239.1;CM002239.1	3830132;3831085	3831004;3831111	-;-	900	1876	2043	1396	5179	6231	6514	5368	375	229	523	315	166	264	162	442	72	26	13	530
NCU16823	CM002239.1	3832739	3833344	+	606	28	7	13	50	53	52	58	8	3	34	2	8	20	4	9	8	2	0	6
NCU07992	CM002239.1;CM002239.1	3833813;3834741	3834667;3835574	+;+	1689	989	1423	664	2593	3352	3190	2589	713	324	814	667	333	591	360	1297	86	34	16	931
NCU07993	CM002239.1	3835985	3837280	-	1296	780	770	569	2040	2622	2449	1850	424	276	576	522	190	551	218	784	20	2	6	564
