# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "6" "-p" "-a" "/scratch/evt82290/histone_chaperone_plot_FINAL/NC12_annotation.gtf" "-o" "/scratch/evt82290/histone_chaperone_plot_FINAL/readcounts_FINAL.txt" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444037.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444038.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444043.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970629.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970630.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970631.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970598.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970599.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970600.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269830.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269647.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269650.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916318.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916319.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916320.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970603.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970606.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970610.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027727.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027728.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027730.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269825.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269775.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269782.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269810.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916163.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916164.sorted.bam" "/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916165.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444037.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444038.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8444043.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970629.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970630.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970631.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970598.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970599.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970600.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269830.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269647.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269650.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916318.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916319.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916320.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970603.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970606.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR7970610.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027727.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027728.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR9027730.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269825.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269775.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269782.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR8269810.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916163.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916164.sorted.bam	/scratch/evt82290/histone_chaperone_plot_FINAL/SRR10916165.sorted.bam
NCU04648	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1342626;1342903;1343092;1343233;1343233;1343567;1343567;1344792;1344792;1344936;1344936;1345168;1345168;1345514;1345514	1342956;1343167;1343167;1343511;1343511;1344733;1344733;1344875;1344875;1345100;1345100;1345459;1345459;1345736;1346192	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3208	8643	12081	8824	8724	9820	9966	10934	7719	1854	8569	8597	347	167	3011	3750	5283	5484	343	1278	6085	5701	506	5041	4794	4953	4290	3103	101
NCU04647	CM002240.1;CM002240.1	1346454;1347271	1346990;1348108	+;+	1375	2128	1661	1864	1909	1838	1451	3749	2707	603	379	475	22	60	1282	970	1474	1639	56	87	568	508	189	1650	1790	1679	655	934	59
NCU04646	CM002240.1;CM002240.1;CM002240.1	1348163;1348646;1349922	1348554;1349831;1350201	-;-;-	1858	891	1011	826	937	1010	975	2032	1425	307	213	245	11	21	322	374	763	1028	45	170	874	668	175	1593	1590	1636	400	371	14
NCU04645	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1350346;1350835;1351070;1351507;1352288;1352376	1350772;1351008;1351419;1352232;1352314;1353546	-;-;-;-;-;-	2875	2866	2051	3117	2848	2734	2763	4818	3571	802	1749	2037	90	229	3018	2394	2629	3144	198	513	2528	1915	417	3612	3679	3967	1707	2160	110
NCU04644	CM002240.1;CM002240.1;CM002240.1	1353782;1354729;1354979	1354668;1354908;1355565	+;+;+	1654	1846	3174	2165	2417	2525	2374	7176	4961	1004	2172	2198	87	51	945	1057	1726	1798	106	407	1943	1471	235	2082	2024	2091	689	834	50
NCU04643	CM002240.1;CM002240.1;CM002240.1	1355572;1356478;1356705	1356403;1356594;1358499	+;+;+	2744	2886	2718	2918	2886	3184	2893	3168	2199	485	1325	1304	74	38	802	737	2837	2975	171	744	3220	2850	321	3367	3432	3214	964	975	45
NCU15615	CM002240.1	1358645	1358745	-	101	1	1	0	5	0	0	17	1	1	0	1	0	0	0	0	3	4	0	1	2	0	1	3	1	2	0	0	0
NCU04642	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1358880;1358880;1360083;1360083;1361225	1359961;1359961;1361422;1361162;1361422	-;-;-;-;-	2422	2538	2344	2380	3004	3425	3641	3695	2435	574	1792	1965	98	100	1747	1293	3245	3350	215	806	3279	2824	306	3658	3587	3016	1727	1474	82
NCU04641	CM002240.1	1361835	1363906	-	2072	726	950	706	638	675	814	804	542	100	1059	1057	46	33	336	329	529	533	34	101	494	440	64	674	603	569	513	404	21
NCU04640	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1364084;1364084;1364886;1364886;1365063;1365063;1365765;1365765;1366380	1364830;1364830;1364952;1364952;1365713;1365713;1365906;1366757;1366757	-;-;-;-;-;-;-;-;-	2458	11394	13598	11400	9811	10783	10765	14080	9437	1998	7534	7964	380	426	5800	6211	7444	8385	501	1689	7819	6812	1019	10152	9677	9773	7634	5656	373
NCU16952	CM002240.1;CM002240.1	1366996;1367824	1367723;1369263	+;+	2168	1045	1676	1195	1063	1242	1377	2217	1551	325	1069	1037	51	40	671	896	896	1026	75	205	1145	798	121	1034	1116	1179	607	612	33
NCU04639	CM002240.1	1368167	1369525	-	1359	13	24	14	11	29	20	36	23	2	16	25	4	2	12	4	16	29	2	26	61	55	1	28	50	29	19	18	0
NCU04638	CM002240.1;CM002240.1	1371409;1374472	1374363;1374951	-;-	3435	294	289	266	208	287	265	634	379	91	232	241	8	6	80	112	153	174	10	31	182	115	24	313	280	242	221	162	8
NCU04637	CM002240.1;CM002240.1;CM002240.1	1375240;1376088;1377588	1376010;1377429;1378339	-;-;-	2865	2989	2327	2862	2138	2332	2397	5642	3632	780	1514	1676	73	99	1375	929	3168	4032	188	483	2007	1648	468	5101	5052	5337	910	1334	76
NCU04636	CM002240.1;CM002240.1;CM002240.1	1378737;1379291;1380303	1379218;1380114;1381087	+;+;+	2091	4607	4154	4423	3981	4379	4050	10554	7365	1598	1942	2023	72	149	2500	1964	3820	4413	230	739	3678	3108	428	4215	4204	4478	1872	1846	108
NCU04635	CM002240.1;CM002240.1;CM002240.1	1381492;1382130;1382399	1382066;1382321;1382813	+;+;+	1182	3322	2421	3440	3400	3994	3781	8424	5505	1162	1535	1398	81	126	1161	916	3749	4769	269	1227	6087	3929	301	3699	4053	3707	1434	1493	149
NCU04634	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1384515;1385005;1385427;1385603;1386333	1384944;1385131;1385524;1386266;1386730	+;+;+;+;+	1717	116	105	66	103	117	156	115	49	22	83	80	4	4	56	74	111	171	4	32	114	103	12	123	126	128	107	61	2
NCU15089	CM002240.1	1388710	1388804	-	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0
NCU04633	CM002240.1;CM002240.1;CM002240.1;CM002240.1	1389037;1389570;1389753;1390494	1389393;1389674;1390437;1392629	+;+;+;+	3283	4412	4668	4453	4136	4524	4445	6003	4098	883	3328	3264	177	115	1372	1570	4799	5010	303	1062	4601	3725	680	6136	6141	6020	1504	1449	48
NCU04632	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1394037;1394650;1395640;1396461;1397452;1397882	1394334;1395408;1396247;1397016;1397731;1398062	+;+;+;+;+;+	2682	159	132	155	152	188	200	95	97	23	113	149	10	6	73	59	254	191	18	67	280	210	17	248	280	260	60	52	7
NCU04631	CM002240.1	1398839	1402240	-	3402	19	30	6	20	30	32	12	13	0	2	2	0	0	0	0	0	0	0	0	0	1	0	2	2	2	0	0	0
NCU10591	CM002240.1;CM002240.1	1403606;1404011	1403844;1404044	+;+	273	110	118	56	152	153	199	33	15	4	16	20	0	4	12	69	96	81	6	2	23	27	7	96	75	80	50	61	0
NCU04630	CM002240.1	1407506	1410049	-	2544	251	534	239	517	505	384	612	459	106	27	27	2	6	13	28	87	98	12	11	29	52	18	105	81	95	61	27	2
NCU04628	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1417820;1418378;1420226;1420548;1421327;1421594	1418298;1420172;1420498;1421245;1421393;1422132	-;-;-;-;-;-	3851	3145	2992	2930	2781	2921	3282	2232	1540	287	2189	2233	93	81	1060	1138	2591	2954	185	652	2404	2245	241	2388	2145	2387	1084	935	52
NCU04627	CM002240.1	1423160	1424209	-	1050	20	34	20	40	35	29	22	8	0	18	5	0	4	30	46	52	26	2	5	25	24	2	22	35	24	14	18	0
NCU04626	CM002240.1;CM002240.1;CM002240.1	1433550;1434502;1434828	1434444;1434768;1435209	-;-;-	1544	188	207	152	134	164	102	84	72	10	54	58	0	0	76	68	137	158	1	28	136	90	14	98	116	107	40	56	2
NCU04625	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1438863;1439220;1439401;1439938;1440098;1440502;1440654;1440812;1440972	1439163;1439344;1439881;1440047;1440446;1440595;1440750;1440901;1441160	-;-;-;-;-;-;-;-;-	1836	47	63	26	39	39	49	73	44	14	6	4	0	0	2	7	19	12	0	3	9	4	0	2	18	4	6	7	0
NCU04624	CM002240.1;CM002240.1	1444535;1445988	1445936;1446688	+;+	2103	3	4	5	0	4	4	0	4	4	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0
NCU04623	CM002240.1;CM002240.1;CM002240.1	1447985;1449351;1450397	1449300;1450344;1451212	-;-;-	3126	186	187	239	165	230	217	353	239	54	133	143	6	4	93	116	349	472	29	69	265	172	43	434	370	393	117	108	10
NCU04622	CM002240.1;CM002240.1	1452119;1453360	1453274;1454087	-;-	1884	1885	2284	1722	1487	1668	1616	3928	2628	595	737	836	33	59	1689	1114	1509	1609	75	347	1453	1132	102	1215	1151	1117	805	918	41
NCU10091	CM002240.1;CM002240.1	1454126;1454883	1454209;1456888	-;-	2090	206	101	118	119	136	82	98	69	21	94	64	0	8	50	76	151	178	11	16	100	82	55	405	373	331	39	100	4
NCU04621	CM002240.1;CM002240.1	1457533;1458318	1458222;1460471	+;+	2844	792	601	719	372	374	329	567	423	103	344	395	20	28	570	397	548	520	28	69	295	219	75	1088	1048	1011	228	329	11
NCU04620	CM002240.1;CM002240.1	1460746;1461409	1461229;1462442	+;+	1518	1047	1073	1016	831	862	850	2181	1637	372	318	303	24	17	408	554	549	707	37	75	503	352	46	599	661	634	284	409	35
NCU04619	CM002240.1;CM002240.1	1462700;1464346	1464269;1465569	-;-	2794	552	565	489	535	581	629	660	390	101	267	224	15	24	174	214	409	469	26	91	393	345	55	472	491	498	141	166	6
NCU04618	CM002240.1	1468357	1471689	-	3333	696	788	491	614	638	514	688	500	82	216	223	7	18	268	158	583	555	41	98	480	527	29	392	394	326	406	200	9
NCU04617	CM002240.1;CM002240.1;CM002240.1;CM002240.1	1474985;1474985;1478273;1478273	1478070;1478073;1478569;1478569	-;-;-;-	3386	1412	1338	1347	1237	1279	1271	1805	1258	286	608	467	20	54	665	494	948	1111	76	169	943	773	134	1342	1341	1324	551	480	34
NCU10092	CM002240.1;CM002240.1;CM002240.1	1479158;1479417;1479629	1479195;1479547;1479696	-;-;-	237	0	3	1	0	1	1	1	4	0	1	4	1	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0
NCU11109	CM002240.1;CM002240.1;CM002240.1	1479499;1480519;1480954	1480391;1480877;1481660	+;+;+	1959	6438	9286	6714	5669	6295	6615	7389	5007	1117	12642	13569	592	225	2604	3267	3945	4625	253	1171	5184	3714	622	6767	6777	6523	3369	3083	158
NCU04616	CM002240.1;CM002240.1;CM002240.1;CM002240.1	1483737;1483941;1485308;1485819	1483813;1485220;1485676;1486334	+;+;+;+	2242	54	62	38	83	64	76	51	57	16	10	12	0	0	32	27	43	21	0	1	28	17	0	22	20	8	25	14	0
NCU04615	CM002240.1;CM002240.1;CM002240.1	1488267;1491074;1492007	1491012;1491956;1493840	+;+;+	5463	1318	1114	1159	1175	1217	1108	1241	976	186	724	815	42	32	576	554	1212	1327	57	174	957	827	102	1086	1158	1130	530	451	16
NCU04614	CM002240.1;CM002240.1	1495317;1499029	1498918;1499364	-;-	3938	1932	1393	1593	1523	1578	1713	2070	1532	312	1049	1181	50	62	681	547	1513	1713	108	325	1286	1003	182	1902	1924	2011	729	585	24
NCU04613	CM002240.1;CM002240.1	1499885;1500362	1500253;1501317	+;+	1325	932	905	895	1140	1142	1199	1420	1053	224	388	395	6	34	760	643	1127	1142	56	300	1396	1073	115	1103	1231	1124	479	733	50
NCU04612	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1501026;1501154;1502164;1502385;1502385;1502981;1502981;1503209;1503209	1502084;1502329;1502329;1502916;1502916;1503138;1503138;1503478;1504190	-;-;-;-;-;-;-;-;-	2976	6264	6347	6379	5407	5752	5542	7017	4976	1061	3744	3869	215	206	2796	2424	5619	5795	330	1013	4420	4026	576	6860	6872	6491	2806	2331	167
NCU04611	CM002240.1;CM002240.1;CM002240.1;CM002240.1	1506268;1506900;1507138;1510818	1506826;1507082;1510750;1511409	+;+;+;+	4947	5061	5066	4847	4712	5066	4555	7349	5451	1046	2301	2133	137	117	1751	1678	4313	4765	296	746	3140	3013	427	5138	5377	5132	1507	1430	102
NCU04610	CM002240.1;CM002240.1;CM002240.1	1512218;1512684;1512834	1512594;1512760;1515901	+;+;+	3522	3765	4304	3782	3807	4039	4064	5355	3597	767	2747	2923	90	83	1788	1233	3803	3848	215	893	3690	3388	396	4308	4246	4213	1599	1490	62
NCU04609	CM002240.1	1516114	1520097	+	3984	1587	1572	1475	1472	1480	1364	2700	1903	430	539	435	23	20	441	431	1088	1358	70	140	654	770	116	1387	1538	1418	431	395	18
NCU04608	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1522231;1522753;1523231;1523947;1524330	1522659;1523131;1523321;1524228;1524693	-;-;-;-;-	1545	21	30	30	54	77	62	77	28	6	8	23	2	0	12	10	29	43	2	9	55	39	4	35	32	28	14	9	0
NCU15616	CM002240.1	1525626	1525740	-	115	4	3	3	5	0	4	4	3	1	3	2	0	0	2	1	7	10	1	6	6	8	0	7	2	12	4	3	0
NCU04607	CM002240.1;CM002240.1;CM002240.1;CM002240.1	1525849;1526878;1527564;1527700	1526806;1527135;1527621;1527779	-;-;-;-	1354	76	88	58	61	47	57	67	51	13	27	44	0	0	30	33	83	146	1	25	103	72	12	80	90	72	37	28	0
NCU04606	CM002240.1;CM002240.1;CM002240.1;CM002240.1	1529267;1529267;1529807;1529847	1529694;1529694;1532399;1532399	+;+;+;+	3021	1291	1374	1292	1196	1163	1172	2198	1466	369	624	596	25	41	505	401	1134	1300	73	134	747	600	165	1419	1376	1576	364	428	20
NCU04605	CM002240.1;CM002240.1;CM002240.1	1531684;1533003;1533221	1532871;1533121;1533855	-;-;-	1942	6050	5287	5717	5490	6368	6136	16368	10164	2359	3413	4044	181	235	1701	2101	7260	9086	561	2221	9435	5777	876	9848	9613	9106	2736	2979	285
NCU04604	CM002240.1;CM002240.1	1534120;1535087	1534992;1536874	+;+	2661	861	890	893	790	893	807	1595	1033	215	720	717	39	30	388	379	965	1288	54	235	861	679	202	1679	1789	1592	406	356	16
NCU04603	CM002240.1	1539009	1541164	-	2156	21121	19171	18686	18211	18606	17040	22289	14270	3004	11217	12312	596	874	2958	4620	19304	24144	1307	3872	16168	10301	4717	48794	49414	48789	9012	8567	536
NCU04602	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1541951;1541951;1542333;1543318;1543318;1543577;1543577	1543147;1542269;1543147;1543485;1543485;1544024;1544024	-;-;-;-;-;-;-	1813	810	947	864	850	813	829	932	713	122	405	547	12	25	292	344	685	791	44	120	532	420	91	951	993	961	249	324	18
NCU04601	CM002240.1	1544249	1548367	+	4119	348	324	352	308	383	486	438	346	35	228	246	32	25	185	150	505	628	36	86	287	279	81	568	589	698	163	160	10
NCU14062	CM002240.1;CM002240.1	1549209;1549369	1549225;1550155	+;+	804	60	116	60	90	91	50	63	64	5	77	78	2	10	56	87	58	74	8	27	94	56	2	39	28	54	74	51	8
NCU04600	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1550655;1550879;1552062;1552062;1552509;1552509;1552654;1552654;1552817;1552817;1553085;1553085;1553555	1551596;1551596;1552371;1552371;1552582;1552582;1552738;1552738;1553023;1553023;1553345;1554417;1554367	+;+;+;+;+;+;+;+;+;+;+;+;+	2951	13283	15673	13850	13260	14593	14272	18842	12746	2711	11797	12395	548	370	5348	5855	12527	12367	804	2742	12667	10191	1487	14318	14421	15113	4463	4805	186
NCU04598	CM002240.1;CM002240.1	1556422;1559724	1559641;1560927	-;-	4424	2827	2644	2550	2749	2811	2947	2882	2161	360	2036	2111	80	82	1047	923	2524	2702	175	502	2101	1967	231	3013	2843	2923	1293	1077	33
NCU04597	CM002240.1;CM002240.1	1561132;1563573	1563479;1564619	-;-	3395	3773	3780	3435	3348	3809	3908	4568	3305	722	3516	3548	154	179	1881	1755	3547	4078	203	873	3623	2637	356	3583	3738	3668	1991	1807	122
NCU10618	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1564631;1565935;1566277;1566477;1566576	1565762;1566209;1566394;1566510;1567027	-;-;-;-;-	2011	8112	10312	8404	8837	9439	9421	14215	9373	2224	8713	9186	452	239	3455	5233	7760	9159	479	1540	8220	6059	900	9137	9225	9307	4437	4509	250
NCU04596	CM002240.1;CM002240.1;CM002240.1	1566998;1567786;1568143	1567716;1567962;1569381	+;+;+	2135	2600	4317	3265	2338	2488	2936	3235	2277	488	3729	4549	200	90	1391	2344	2498	2721	181	471	2062	1836	332	3185	3153	3049	2222	1844	89
NCU04595	CM002240.1	1569233	1570512	-	1280	516	620	618	458	508	499	929	605	190	225	273	26	24	388	382	339	414	21	76	361	340	62	526	545	483	376	341	14
NCU04594	CM002240.1;CM002240.1;CM002240.1	1570781;1572285;1572384	1572081;1572330;1572591	+;+;+	1555	1236	1322	1376	1358	1631	1493	2537	1817	393	672	628	20	51	1342	1249	1697	1918	95	489	2445	1728	192	1909	1845	1863	1265	1281	139
NCU15617	CM002240.1	1574054	1574169	-	116	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	1	0
NCU04593	CM002240.1;CM002240.1;CM002240.1	1578712;1579103;1579298	1579047;1579248;1580450	+;+;+	1635	53	42	16	68	75	51	66	50	5	11	11	0	0	4	19	10	19	2	6	16	11	0	7	19	18	10	18	4
NCU04592	CM002240.1	1581304	1582674	-	1371	1099	1125	877	1009	1263	1223	1443	1041	202	505	471	15	46	1031	644	889	864	61	253	1388	1104	106	977	944	910	607	647	60
NCU04591	CM002240.1	1582927	1585623	-	2697	477	668	381	876	1271	1401	469	253	46	1628	1763	90	10	160	100	437	380	33	271	1120	859	56	668	649	689	90	162	2
NCU04590	CM002240.1;CM002240.1	1586915;1587922	1587531;1589389	+;+	2085	934	842	952	1156	1187	1328	1513	999	185	806	815	40	37	727	568	1166	1296	91	295	1545	1125	129	1443	1473	1412	656	548	36
NCU04589	CM002240.1	1589560	1591983	+	2424	205	180	229	327	377	425	416	253	39	216	185	4	13	82	86	218	271	18	67	331	304	35	216	273	213	90	71	5
NCU15618	CM002240.1	1592076	1592191	+	116	3	8	8	10	10	8	7	10	3	8	10	0	3	8	4	4	14	0	0	12	5	0	8	5	2	8	4	0
NCU04588	CM002240.1;CM002240.1;CM002240.1	1592417;1592758;1593375	1592684;1593257;1593532	-;-;-	926	824	891	805	1196	1357	1434	2581	1556	347	447	679	15	32	796	745	1185	1393	69	406	1989	1677	155	1769	1726	1603	760	591	46
NCU10155	CM002240.1;CM002240.1	1593710;1594681	1594621;1596979	+;+	3211	433	550	471	511	533	459	1169	859	130	144	148	8	22	143	121	442	485	27	78	444	422	66	614	682	655	136	148	0
NCU10156	CM002240.1;CM002240.1;CM002240.1	1597125;1598314;1599972	1597848;1599357;1600021	+;+;+	1818	94	91	112	98	108	102	345	239	43	42	54	7	4	30	29	120	95	12	25	199	128	22	155	163	214	51	35	3
NCU15619	CM002240.1	1600420	1600535	-	116	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	1	2	4	0	0	0	0	0	0	0
NCU04586	CM002240.1;CM002240.1;CM002240.1	1601426;1601811;1602005	1601721;1601922;1602198	-;-;-	602	0	6	7	10	9	6	24	10	3	0	0	0	0	0	1	5	0	0	0	0	0	0	0	4	3	0	2	0
NCU04585	CM002240.1	1602574	1606567	-	3994	1254	1169	1209	1044	1218	1103	1768	1264	222	1080	985	44	52	407	395	1302	1368	71	267	1108	852	166	1600	1510	1572	423	426	28
NCU04584	CM002240.1;CM002240.1;CM002240.1	1606970;1607464;1607627	1607397;1607568;1608475	+;+;+	1382	1423	1600	1266	1449	1635	1479	3516	2259	545	935	1095	65	49	478	664	1198	1400	106	431	1928	1555	168	1534	1476	1468	643	553	30
NCU04583	CM002240.1;CM002240.1	1608278;1609494	1609422;1609923	-;-	1575	4253	9026	4371	5296	5596	8146	1450	1258	264	12684	14524	608	162	2405	6082	712	758	57	147	1035	1730	24	334	348	360	9994	4511	301
NCU04581	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1611119;1611695;1613421;1614066;1614566;1614836;1615110	1611603;1613370;1613546;1614351;1614711;1615001;1615322	-;-;-;-;-;-;-	3098	1544	1832	1638	1346	1431	1355	2549	1935	352	1089	1125	31	33	535	719	1369	1655	74	209	1002	973	149	1823	1795	1858	574	584	42
NCU04580	CM002240.1;CM002240.1	1615884;1617263	1617184;1617606	-;-	1645	928	893	989	1130	1172	1087	2413	1692	359	214	237	14	47	644	495	1343	1446	71	263	1398	834	133	1599	1512	1453	462	624	55
NCU15620	CM002240.1	1617883	1617998	-	116	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	1	1	4	0	0	0	1	0	0	0	1	0
NCU04579	CM002240.1;CM002240.1	1618145;1620196	1620097;1620428	-;-	2186	10646	11235	9293	10546	10558	10008	24214	17420	3908	6239	5806	270	288	6369	4937	6845	6644	444	1617	7271	6700	664	8466	8294	8228	6292	5273	303
NCU04578	CM002240.1;CM002240.1;CM002240.1;CM002240.1	1620719;1621697;1621783;1621860	1621639;1621722;1621801;1622127	-;-;-;-	1234	1331	1171	1236	1088	1352	1199	2911	2075	526	674	616	34	50	673	530	1149	1302	58	204	1188	914	133	1335	1345	1367	574	658	31
NCU04577	CM002240.1	1622290	1624128	+	1839	463	515	487	524	526	588	674	505	87	275	354	14	22	243	208	458	468	30	69	511	372	41	623	668	574	213	240	7
NCU04576	CM002240.1;CM002240.1;CM002240.1	1625614;1627833;1628514	1627761;1628452;1628814	-;-;-	3069	330	358	461	394	362	419	423	276	65	251	207	7	4	74	138	312	414	4	78	341	364	35	338	320	295	59	112	0
NCU04575	CM002240.1;CM002240.1	1630822;1631406	1631337;1633154	+;+	2265	808	974	659	793	923	849	1344	846	208	801	850	39	18	332	413	728	663	60	120	542	412	57	667	672	606	589	411	24
NCU04574	CM002240.1	1633676	1635256	-	1581	0	0	0	2	3	3	4	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
NCU04573	CM002240.1;CM002240.1	1636913;1637897	1637750;1637919	-;-	861	0	4	0	4	5	6	9	8	0	5	9	0	0	2	0	2	0	0	0	7	2	0	2	0	7	0	4	0
NCU04572	CM002240.1	1638191	1639351	+	1161	1290	1593	1495	1650	1835	1639	1697	1041	263	2215	2562	117	30	496	671	1337	1239	97	335	1554	1135	141	1539	1427	1640	700	609	13
NCU16959	CM002240.1;CM002240.1;CM002240.1;CM002240.1;CM002240.1	1639925;1640150;1640400;1641632;1641632	1641491;1640266;1641491;1641856;1641863	-;-;-;-;-	1799	371	332	410	368	360	395	474	323	51	321	324	8	8	149	199	397	437	28	95	480	252	41	420	431	444	167	213	10
NCU04571	CM002240.1;CM002240.1	1642023;1643546	1643305;1644083	+;+	1821	805	712	811	443	398	374	719	612	143	244	246	24	31	292	375	387	555	18	64	246	209	72	632	744	690	264	337	16
NCU04570	CM002240.1;CM002240.1	1644417;1645281	1645149;1648772	+;+	4225	1626	1329	1521	1350	1423	1396	2460	1762	365	1250	1281	48	54	827	541	1605	1743	114	304	1241	1152	181	2003	2141	1938	590	557	39
